version,code,description,release_date
"",MED,Medical,
"",PNC,property and casualty insurance policy,
"",11,Added Concurrent Therapy,
"",LENSING,lens invoice group,
"",LGPC,licensed general physician care,
"",DISEASEPRG,public health program,
"",POS,point of service policy,
"",X,Container Unavailable,
"",_ActInvoiceAdjudicationPaymentCode,ActInvoiceAdjudicationPaymentCode,
"",LIFE,life insurance policy,
"",MANDPOL,mandatory health program,
"",_InvoiceElementAdjudicated,InvoiceElementAdjudicated,
"",COMC,certified occupational medicine care,
"",DAY,day,
"",GTIN,Global Trade Item Number,
"",ALLCAT,all categories,
"",GARN,garnishee,
"",WIATTCH,work injury report attachment,
"",RETRO,retro adjustment,
"",SAFNET,safety net clinic program,
"",PERMBNS,performance bonus,
"",FFCS,"first fill complete, partial strength",
"",INVTYPE,invoice type,
"",ALEC,alternate electronic,
"",M,Missing,
"",TLIFE,term life insurance policy,
"",_ActAdjudicationResultActionCode,ActAdjudicationResultActionCode,
"",AA,adjudicated with adjustments,
"",RSDID,de-identified information access,
"",ALC,Alternative Level of Care,
"",4,Consulted Other Source,
"",INFREG,regulatory information transfer,
"",DEMOCAT,demographics category,
"",_ActAdjudicationGroupCode,ActAdjudicationGroupCode,
"",CANC,certified anesthesiology care,
"",CDGD,certified digestive/gastrointestinal disorders care,
"",ACALLG,allergy access,
"",ACSUBSTAB,substance abuse access,
"",INVOICE,submitted invoice,
"",LOC,location,
"",PERIOD,period,
"",ONC,Oncology,
"",EHCPOL,extended healthcare,
"",PROA,professional association deduction,
"",COPD,certified chronic obstructive pulmonary disease care,
"",CPGC,certified Ph.D. medical genetics care,
"",CWOH,certified women's health care,
"",HMO,health maintenance organization policy,
"",20,additional quantity on separate dispense,
"",LOC,location,
"",REI,reinsurance policy,
"",INFPWR,only if public welfare risk,
"",ACCTRECEIVABLE,account receivable,
"",TRAN,transaction fee,
"",ANF,adjudicated with adjustments and no financial impact,
"",CMSC,certified multiple sclerosis care,
"",UNINSMOT,uninsured motorist policy,
"",CONT,contract,
"",CSUC,certified surgery care,
"",UNSPSC,United Nations Standard Products and Services Classification,
"",YEAR,year,
"",_ActInvoiceElementSummaryCode,ActInvoiceElementSummaryCode,
"",CNEC,certified neurology care,
"",ACDEMO,demographics access,
"",PRDMX,period maximum,
"",_ActInvoiceDetailClinicalProductCode,ActInvoiceDetailClinicalProductCode,
"",_ActBoundedROICode,ActBoundedROICode,
"",_ActCredentialedCareProvisionProgramCode,act credentialed care provision program,
"",PDPPPPMNAT,paid payee payable prior-period manual amount,
"",AOSC,accredited office-based surgery care,
"",CDEP,certified depression care,
"",CWMA,certified wound management care,
"",INVOICE,submitted invoice,
"",FFSTOP,fee for service top off,
"",INFAUT,authorized information transfer,
"",CVSC,certified vascular surgery care,
"",COGC,certified obstetrics and gynecology care,
"",DRUGPOL,drug policy,
"",_HL7AccommodationCode,HL7AccommodationCode,
"",CANPRG,women's cancer detection program,
"",_ActCoverageTypeCode,ActCoverageTypeCode,
"",DRUGING,drug invoice group,
"",CPST,certified primary stroke center care,
"",MILITARY,military health program,
"",_ActInformationAccessContextCode,ActInformationAccessContextCode,
"",_ActInvoiceDetailDrugProductCode,ActInvoiceDetailDrugProductCode,
"",RESTOCK,restocking fee,
"",CACC,certified anatomic pathology and clinical pathology care,
"",CIMC,certified internal medicine care,
"",CHYP,certified hyperlipidemia care,
"",2,Assessed Patient,
"",_ActAccountCode,ActAccountCode,
"",DIS,disability insurance policy,
"",ESA,extraordinary service assessment,
"",AHOC,accredited home care,
"",SPEND,spend down,
"",CASH,Cash,
"",TFS,trial fill partial strength,
"",CCAR,certified cardiac care,
"",IDSCL,information disclosure,
"",INFA,information access,
"",_ActProgramTypeCode,ActProgramTypeCode,
"",FNLFEE,final fee,
"",_ActInvoiceInterGroupCode,ActInvoiceInterGroupCode,
"",MODEL,model,
"",HIP,health insurance plan policy,
"",FRAMEING,frame invoice group,
"",CRIME,crime victim program,
"",PROV,provider,
"",COPC,certified ophthalmology care,
"",ACAC,accredited critical access hospital care,
"",WORK2,Work Interaction,
"",CCCC,certified clinical cytogenetics care,
"",CSPT,certified spine treatment care,
"",ACALL,all access,
"",PINV,paper invoice,
"",CSPINV,clinical service and product,
"",CDEC,certified dermatology care,
"",AS,adjudicated as submitted,
"",PERIOD,period,
"",_ActCoverageQuantityLimitCode,ActCoverageQuantityLimitCode,
"",S,Suite,
"",CAP,capitation funding,
"",PHAR,Pharmaceutical,
"",HSAPOL,health spending account,
"",_ActInvoiceDetailCode,ActInvoiceDetailCode,
"",UPC,Universal Product Code,
"",CC,credit card,
"",RECOV,recovery,
"",ALEC,alternate electronic,
"",GARN,garnishee,
"",PRDING,product invoice group,
"",ALTC,accredited long term care,
"",NONAC,inpatient non-acute,
"",CPRC,certified physical medicine and rehabilitation care,
"",TRAVINT,Common Travel Interaction,
"",SCHOOL,School Accident,
"",YEAR,year,
"",7,Interacting Therapy No Longer Active/Planned,
"",NETAMT,Net Amount,
"",EHCPOL,extended healthcare,
"",SUBSIDMC,subsidized managed care program,
"",P,Private,
"",CDIA,certified diabetes care,
"",SUBSUPP,subsidized supplemental health program,
"",_ActAdjudicationCode,ActAdjudicationCode,
"",EMAUTH,emergency authorization override,
"",SUBSTNCE,Common Substance Interaction,
"",PERFEE,periodic fee,
"",HLTHCARE,Health Care Interaction - Not Patient Care,
"",EDU,education fees,
"",SUBSIDIZ,subsidized health program,
"",MONTH,month,
"",CEMC,certified emergency medicine care,
"",UNITPRICE,Unit Price,
"",PBILLACCT,patient billing account,
"",BLK,block funding,
"",CMGC,certified clinical molecular genetics care,
"",SS,short stay,
"",LABRESULTS,lab results,
"",MC,Master Card,
"",CRPC,certified radiological physics care,
"",VISPOL,vision care policy,
"",VET,veteran health program,
"",WPA,Workplace accident,
"",ADNPPPMNCT,adjud. non-payee payable prior-period manual count,
"",AR,adjudicated as refused,
"",ABHC,accredited behavioral health care,
"",AUTOATTCH,auto attachment,
"",XRAY,x-ray,
"",ULIFE,universal life insurance policy,
"",PAYEE,payee,
"",DEDUCTIBLE,deductible,
"",OOO,out of office,
"",PST,provincial/state sales tax,
"",RXDINV,Rx dispense invoice,
"",CDRC,certified diagnostic radiology care,
"",CONT,contract,
"",LFEMX,life time maximum,
"",AMB,ambulatory,
"",GOVEMP,government employee health program,
"",MVA,Motor vehicle accident,
"",SURPL,surplus line insurance policy,
"",INFCON,after explicit consent,
"",DICAT,diagnostic image category,
"",_ActInvoiceAdjudicationPaymentGroupCode,ActInvoiceAdjudicationPaymentGroupCode,
"",PLACE,Common Space Interaction,
"",ACIMMUN,immunization access,
"",_ActInformationCategoryCode,ActInformationCategoryCode,
"",CANCAPT,cancelled appointment,
"",DSC,discount,
"",9,Instituted Ongoing Monitoring Program,
"",VR,virtual,
"",TRAN,transaction fee,
"",_ActBillingArrangementCode,ActBillingArrangementCode,
"",CFEL,certified frail elderly care,
"",PALL,Palliative,
"",RMGTCOMPT,records management compartment,
"",USResearchInformedAssent,Informed Assent for Research,
"",INFOREADONLY,read only information,
"",HOMECARE,Care Giver Interaction,
"",_ActInformationAccessCode,ActInformationAccessCode,
"",EMER,emergency,
"",42CFRPart2CD,42 CFR Part 2 consent directive,
"",FAX,fax to follow,
"",OOS,opt-out of personal information or effect sharing via a registry or repository,
"",CUISP-PRVCY,CUI//SP-PRVCY,
"",TRANSFER,Transfer,
"",VOLUME,ActSpecObsVolumeCode,
"",ADRFPPMNCT,adjud. refused prior-period manual count,
"",CUISP-HLTH,CUI//SP-HLTH,
"",COJR,certified orthopedic joint replacement care,
"",HOUSEHLD,Household Interaction,
"",ACCESSCONSCHEME,access control scheme,
"",13,Stopped Concurrent Therapy,
"",LOAN,Loan,
"",CCSC,certified colon and rectal surgery care,
"",PDNPPPMNCT,paid non-payee payable prior-period manual count,
"",EFORM,electronic form to follow,
"",SEX,sexuality and reproductive health information sensitivity,
"",LRCOMPT,legitimate relationship compartment,
"",CTCOMPT,care team compartment,
"",ADNFSPMNAT,adjud. nullified same-period manual amount,
"",PersIP,personal information policy,
"",ROST,roster funding,
"",RFP,Refill - Part Fill,
"",REL,religion information sensitivity,
"",CUIHLTHP,(CUI//HLTH),
"",CURRENT,Current Volume,
"",DV,Discover Card,
"",FIBRIN,Fibrin,
"",CARELIST,care plan,
"",BH,behavioral health information sensitivity,
"",CUISP-PRVCYP,(CUI//SP-PRVCY),
"",UDE,unit dose equivalent,
"",_ActObservationList,ActObservationList,
"",PDNFPPELCT,paid nullified prior-period electronic count,
"",USResearchInformedConsent,Informed Consent for Research,
"",JurisCUI,jurisdictional controlled unclassified information policy,
"",PDS,patient default information sensitivity,
"",DeliverToAddresseeOnlyMark,deliver only to addressee mark,
"",LAWENF,law enforcement transport,
"",EMP,employee information sensitivity,
"",IND02,colonoscopy prep,
"",PDNFSPMNCT,paid nullified same-period manual count,
"",DECLASSIFYLABEL,declassify security label,
"",PDNPSPELCT,paid non-payee payable same-period electronic count,
"",PERSISTLABEL,persist security label,
"",OrgUUI,organizational uncontrolled unclassified information policy,
"",PersDEID,personal de-identified information policy,
"",FMCOMPT,financial management compartment,
"",CUI,CUI,
"",PRDMX,period maximum,
"",CPNDINDING,compound ingredient invoice group,
"",INFOREDACT,redact information,
"",INFODISCLOSE,disclose information,
"",COGN,cognitive disability information sensitivity,
"",CONC,certified oncology care,
"",R,Process Completed,
"",ANNMED,medication note,
"",_ActPaymentCode,ActPaymentCode,
"",ACOBS,common observations access,
"",OIC,opt-in to personal information or effect collection in a registry or repository,
"",INFOMASK,mask information,
"",CommonRule,Common Rule,
"",21612-7,age patient qn reported,
"",COVGE,coverage problem,
"",_ActControlVariable,ActControlVariable,
"",PHYRHB,Physical Rehab,
"",EPYMT,early payment fee,
"",_ActInvoiceDetailTaxCode,ActInvoiceDetailTaxCode,
"",TRSTMEC,trust mechanism,
"",AMBT,ambulance transport,
"",MICRORREV,microbiology results review task,
"",_ActPatientTransportationModeCode,ActPatientTransportationModeCode,
"",OPTOUT,op-out,
"",HCPCSA,HCPCS Level II and Carrier-assigned,
"",CORT,certified organ transplant care,
"",INTIMATE,Intimate Interaction,
"",NON,Non-Payment Data,
"",IND01,imaging study requiring contrast,
"",OBS,Obstetrics,
"",CPLYOSP,comply with organizational security policy,
"",AMBGRND,ground ambulance transport,
"",AAMC,accredited ambulatory care,
"",_ActInsuranceTypeCode,ActInsuranceTypeCode,
"",TRSTFWK,trust framework,
"",FFCS,"first fill complete, partial strength",
"",IND05,pregnancy prophylaxis,
"",PATREPE,pathology report entry task,
"",OrgPI,organizational public information policy,
"",ARTBLD,ActSpecObsArtBldCode,
"",HelicopterAmbulance,helicopter ambulance transport,
"",ACHC,accredited hospital care,
"",ACCONS,informational consent access,
"",_ActInvoiceDetailGenericModifierCode,ActInvoiceDetailGenericModifierCode,
"",CCAD,certified coronary artery disease care,
"",INFAO,access only,
"",INFEMER,only in an emergency,
"",HIPAANOPP,HIPAA notice of privacy practices,
"",ObligationPolicy,obligation policy,
"",MEDOE,medication order entry task,
"",INFASO,access and save only,
"",ID,Identified,
"",_ActInvoiceElementCode,ActInvoiceElementCode,
"",ADPPPPMNCT,adjud. payee payable prior-period manual count,
"",HOSPPTNT,Hospital Patient Interaction,
"",NOPP,notice of privacy practices,
"",_ActInvoiceDetailGenericCode,ActInvoiceDetailGenericCode,
"",_ActInvoiceDetailGenericAdjudicatorCode,ActInvoiceDetailGenericAdjudicatorCode,
"",IMG,image attachment,
"",PAINV,preferred accommodation invoice,
"",RXCINV,Rx compound invoice,
"",ANONY,anonymize,
"",FINBILL,financial,
"",CAPC,certified anatomic pathology care,
"",_ActCoverageAuthorizationConfirmationCode,ActCoverageAuthorizationConfirmationCode,
"",5,Consulted Prescriber,
"",BONUS,bonus,
"",OrgLDS,organizational limited data set information policy,
"",FNAINT,Food Non-Allergy Intolerance,
"",_ActInvoiceDetailPreferredAccommodationCode,ActInvoiceDetailPreferredAccommodationCode,
"",PDPPSPMNCT,paid payee payable same-period manual count,
"",ARCAT,adverse drug reaction category,
"",PROV,provider,
"",CCPC,certified clinical pathology care,
"",CPSC,certified plastic surgery care,
"",CPYC,certified psychiatry care,
"",DISEASE,disease specific policy,
"",INFCRT,only on court order,
"",TRAVEL,travel,
"",OrgSP-CUI,organizational specified controlled unclassified information policy,
"",ACID,Acidification,
"",_ActMedicationTherapyDurationWorkingListCode,act medication therapy duration working list,
"",MS,Manufacturer Sample,
"",OPTINR,opt-in with restrictions,
"",DEFB,Defibrination,
"",INFDNG,only if danger to others,
"",PPRD,prior period adjustment,
"",RFS,refill partial strength,
"",AALC,accredited assisted living care,
"",CEL,celebrity information sensitivity,
"",ROIFS,fully specified ROI,
"",ACMED,medication access,
"",DIAGLISTREV,diagnosis list review task,
"",OrgCUI,organizational basic controlled unclassified information policy,
"",NOLIST,no unlisted entity disclosure,
"",_ActSpecimenTreatmentCode,ActSpecimenTreatmentCode,
"",AE,American Express,
"",PDPPPPELAT,paid payee payable prior-period electronic amount,
"",MANUAL,manual review,
"",SecurityPolicy,security policy,
"",CAIC,certified allergy and immunology care,
"",OE,order entry task,
"",V,Visa,
"",WEEK,week,
"",UNITQTY,Unit Quantity,
"",WCBPOL,worker's compensation,
"",23,prior therapy documented,
"",CSINV,clinical service invoice,
"",CONDLIST,condition list,
"",MDHHS-5515MMHC,Michigan Consent to Share Behavioral Health Information for Care Coordination Purposes-Michigan Mental Health Code,
"",PSY,psychiatry disorder information sensitivity,
"",LABEL,assign security label,
"",MDHHS-5515,Michigan Consent to Share Behavioral Health Information for Care Coordination Purposes,
"",ENCRYPT,encrypt,
"",ISOL,isolation allowance,
"",HSAPOL,health spending account,
"",PPRD,prior period adjustment,
"",_ActBillableModifierCode,ActBillableModifierCode,
"",CPTM,CPT modifier codes,
"",TBS,trial balance partial strength,
"",LOCIS,location information sensitivity,
"",CHFC,certified heart failure care,
"",HOSPVSTR,Hospital Visitor Interaction,
"",_ActMonitoringProtocolCode,ActMonitoringProtocolCode,
"",RFPS,refill part fill partial strength,
"",ANNLAB,laboratory note,
"",VFPAPER,verify paper,
"",AUDIT,audit,
"",SBPDELAT,submitted pending electronic amount,
"",OOC,opt-out of personal information or effect collection in a registry or repository,
"",_ActGDPRPrivacyLaw,General Data Protection Regulation,
"",AOD,accounting of disclosure,
"",HUAPRV,human approval,
"",8,Other Action Taken,
"",SPT,Sporting Accident,
"",ADNPPPELAT,adjud. non-payee payable prior-period electronic amount,
"",FFCS,"first fill complete, partial strength",
"",MARST,marital status information sensitivity,
"",_ActInformationPolicy,_ActInformationPolicy,
"",ETH,substance abuse information sensitivity,
"",RACE,race information sensitivity,
"",PDPPPPELCT,paid payee payable prior-period electronic count,
"",DISCMEDLIST,discharge medication list,
"",USBroadResearchConsent,Broad Consent for Research,
"",SDV,"sexual assault, abuse, or domestic violence information sensitivity",
"",EMOTDIS,emotional disturbance information sensitivity,
"",TRSTASSUR,trust assurance,
"",CPLYCC,comply with confidentiality code,
"",RefrainPolicy,refrain policy,
"",ORCON,no disclosure without originator authorization,
"",REMLREV,reminder list review,
"",FFPS,"first fill, part fill, partial strength",
"",GDPRCD,GDPR Consent Directive,
"",RADREPREV,radiology report review task,
"",CTSC,certified thoracic surgery care,
"",RSREID,re-identifiable information access,
"",BONUS,bonus,
"",AMBHELO,helicopter ambulance transport,
"",DVD,developmental disability information sensitivity,
"",CPLYCD,comply with consent directive,
"",INFOREIDENTIFY,reidentify information,
"",_ObservationIssueTriggerCodedObservationType,ObservationIssueTriggerCodedObservationType,
"",PATDOC,patient documentation task,
"",SSP,sensitive service provider information sensitivity,
"",TRSTAGRE,trust agreement,
"",_ActCredentialedCareCode,act credentialed care,
"",IMP,inpatient encounter,
"",UMBRL,umbrella liability insurance policy,
"",CDSREV,clinical decision support intervention review,
"",ADNFSPMNCT,adjud. nullified same-period manual count,
"",NORDSCLCD,no redisclosure without consent directive,
"",CAMI,certified acute myocardial infarction care,
"",ENDC,endogenous content,
"",_ActHealthInsuranceTypeCode,ActHealthInsuranceTypeCode,
"",PPO,preferred provider organization policy,
"",PDNFPPMNAT,paid nullified prior-period manual amount,
"",CONTROLLED,CONTROLLED,
"",HIPAAAuthCD,HIPAA Authorization Consent Directive,
"",HEMOLYSIS,Hemolysis,
"",HIPAAConsentCD,HIPAA Consent Directive,
"",_ActInformationActionPolicy,_ActInformationActionPolicy,
"",DIAGLISTE,diagnosis list entry task,
"",PATEDUE,patient education entry,
"",CSDM,certified stroke disease management care,
"",PUBLICPOL,public healthcare,
"",CARD,Cardiology,
"",_ActConsentType,ActConsentType,
"",PUBLICPOL,public healthcare,
"",3,Patient Explanation,
"",ADPPPPMNAT,adjud. payee payable prior-period manual amout,
"",AUTHPOL,authorization policy,
"",NOORGPOL,no disclosure without organizational authorization,
"",NOPERSISTP,no collection beyond purpose of use,
"",_InformationSensitivityPolicy,InformationSensitivityPolicy,
"",21,authorization confirmed,
"",URGENT,urgent,
"",ADNFPPELAT,adjud. nullified prior-period electronic amount,
"",HH,home health,
"",AUTH,Authorized,
"",NAUTH,Not Authorized,
"",SBBLELCT,submitted billed electronic count,
"",SUD,substance use disorder information sensitivity,
"",MONTH,month,
"",_ActIncidentCode,ActIncidentCode,
"",ACPSERV,professional service access,
"",CUISP-HLTHP,(CUI//SP-HLTH),
"",DEMO,all demographic information sensitivity,
"",CURC,certified urology care,
"",DENTAL,dental care policy,
"",SENDAPP,sending application,
"",CUIHLTH,CUI//HLTH,
"",16,Vacation Supply,
"",PDNFPPMNCT,paid nullified prior-period manual count,
"",_ActUSPrivacyConsentDirective,_ActUSPrivacyConsentDirective,
"",SP,Semi-private,
"",FININV,financial invoice,
"",ACOCOMPT,accountable care organization compartment,
"",CPEC,certified pediatrics care,
"",RestrictedConfidentialityMark,restricted confidentiality mark,
"",DRAFTMark,Draft Mark,
"",CONSUMPTION,Consumption Volume,
"",SURG,Surgical,
"",CBAR,certified bariatric surgery care,
"",OHSINV,oral health service,
"",JurisLDS,jurisdictional limited data set,
"",12,Temporarily Suspended Concurrent Therapy,
"",CNMC,certified nuclear medicine care,
"",LFEMX,life time maximum,
"",ACMEDC,medical condition access,
"",W,Ward,
"",OPTIN,opt-in,
"",CUIPRVCY,CUI//PRVCY,
"",FORM,Print on Form,
"",_ActInvoiceDetailGenericProviderCode,ActInvoiceDetailGenericProviderCode,
"",COSC,certified orthopaedic surgery care,
"",ACLAB,lab test result access,
"",I,Isolation,
"",PSYTHPN,psychotherapy note information sensitivity,
"",MASK,mask,
"",ACPOLPRG,policy or program information access,
"",RXCAT,medication category,
"",SUBPRG,substance use program,
"",6,Prescriber Declined Change,
"",_ActClaimAttachmentCategoryCode,ActClaimAttachmentCategoryCode,
"",EDU,education fees,
"",DOWNGRDLABEL,downgrade security label,
"",_ActCoverageConfirmationCode,ActCoverageConfirmationCode,
"",HISTMEDLIST,medication history,
"",SUBPOL,substance use policy,
"",EPYMT,early payment fee,
"",VRXINV,vision dispense invoice,
"",REFLEX,reflex permission,
"",COL,collision coverage policy,
"",ADNPSPELCT,adjud. non-payee payable same-period electronic count,
"",ADPPSPELCT,adjud. payee payable same-period electronic count,
"",RFCS,refill complete partial strength,
"",COPYMark,copy of original mark,
"",LIPEMIA,Lipemia,
"",PDPPPPMNCT,paid payee payable prior-period manual count,
"",OPTOUT,op-out,
"",OIS,opt-in to personal information or effect sharing via a registry or repository,
"",CFWD,carry forward adjusment,
"",FLEXP,flexible benefit plan policy,
"",_ActInvoiceAdjudicationPaymentSummaryCode,ActInvoiceAdjudicationPaymentSummaryCode,
"",RISKLIST,risk factors,
"",OPIOIDUD,opioid use disorder information sensitivity,
"",PRVTRN,private transport,
"",CVDC,certified vascular diseases care,
"",AMBGRND,ground ambulance transport,
"",19,Consulted Supplier,
"",LTRMCARE,Long Term Care Facility Interaction,
"",PROA,professional association deduction,
"",PDNFPPELAT,paid nullified prior-period electronic amount,
"",CTLSUB,Controlled Substance,
"",CompoundResearchCD,Compound HIPAA Research Authorization and Informed Consent for Research,
"",PROBLISTE,problem list entry task,
"",CLINNOTEREV,clinical note review task,
"",PDNPSPELAT,paid non-payee payable same-period electronic amount,
"",RECOV,recovery,
"",PRN,as needed,
"",DOB,date of birth information sensitivity,
"",INFOCOLLECT,collect information,
"",CPLYOPP,comply with organizational privacy policy,
"",WELLREMLREV,wellness reminder list review,
"",DNTL,Dental,
"",CURMEDLIST,current medication list,
"",_ActPrivacyConsentDirective,_ActPrivacyConsentDirective,
"",PSYCH,Psychiatric,
"",MISSAPT,missed appointment,
"",LATE,late invoice,
"",JurisNSI,jurisdictional non-sensitive information policy,
"",AVAILABLE,Available Volume,
"",22,appropriate indication or diagnosis,
"",UNRELAT,unrelated service,
"",LDLP,LDL Precipitation,
"",JurisIP,jurisdictional information policy,
"",_ActContainerRegistrationCode,ActContainerRegistrationCode,
"",SESS,sessional funding,
"",FFPS,"first fill, part fill, partial strength",
"",PDNFSPELCT,paid nullified same-period electronic count,
"",HIPAAROA,HIPAA Right of Access,
"",_RoleInformationSensitivityPolicy,RoleInformationSensitivityPolicy,
"",SecurityLabelMark,Security Label Mark,
"",NODSCLCDS,no disclosure without information subject's consent directive,
"",PATREPREV,pathology report review task,
"",ACH,Automated Clearing House,
"",ADNFPPELCT,adjud. nullified prior-period electronic count,
"",PRIVMARK,privacy mark,
"",CHRO,certified high risk obstetrics care,
"",CMIH,certified migraine headache care,
"",CPNDSUPING,compound supply invoice group,
"",IMPLIEDD,implied consent with opportunity to dissent,
"",CROC,certified radiation oncology care,
"",UD,Unit Dose,
"",ADRFSPMNAT,adjud. refused same-period manual amount,
"",REPSERV,repeated service,
"",HST,harmonized sales Tax,
"",GOALLIST,goal list,
"",DRIVLABEL,derive security label,
"",PROCESSINLINELABEL,process inline security label,
"",PrivacyMark,privacy mark,
"",_ObservationType,ObservationType,
"",CUIP,(CUI),
"",OBSENC,observation encounter,
"",AUDTR,audit trail,
"",INMATE,Inmate Interaction,
"",_ActGenericConsentDirective,_ActGenericConsentDirective,
"",NOCONSENT,no consent,
"",PACOMPT,patient administration compartment,
"",PAT_ADV_EVNT,patient adverse event,
"",PDNPPPELCT,paid non-payee payable prior-period electronic count,
"",PDNPPPMNAT,paid non-payee payable prior-period manual amount,
"",SREC,specimen received,
"",ADPPSPELAT,adjud. payee payable same-period electronic amount,
"",_ActFinancialTransactionCode,ActFinancialTransactionCode,
"",CPNDDRGING,compound drug invoice group,
"",_ActDetectedIssueManagementCode,ActDetectedIssueManagementCode,
"",DISPLAY,Display,
"",ADRFSPMNCT,adjud. refused same-period manual count,
"",FFP,First Fill - Part Fill,
"",HIPAAPsyNotes,HIPAA psychotherapy notes,
"",_ImmunizationObservationType,ImmunizationObservationType,
"",COVMX,coverage maximum,
"",_ActInsurancePolicyCode,ActInsurancePolicyCode,
"",AUTOPOL,automobile,
"",_InvoiceElementSubmitted,InvoiceElementSubmitted,
"",PIE,public insurance exhausted,
"",OPTOUTE,opt-out with exceptions,
"",MH,mental health information sensitivity,
"",ENDRENAL,end renal program,
"",MENTPOL,mental health policy,
"",EWB,employee welfare benefit plan policy,
"",MENCAT,mental health category,
"",AFTHRS,non-normal hours,
"",_ActEncounterAccommodationCode,ActEncounterAccommodationCode,
"",HIV,HIV/AIDS information sensitivity,
"",DIA,diagnosis information sensitivity,
"",RedisclosureProhibitionMark,prohibition against redisclosure mark,
"",PDNFSPMNAT,paid nullified same-period manual amount,
"",ADNPPPELCT,adjud. non-payee payable prior-period electronic count,
"",_InvoiceElementPaid,InvoiceElementPaid,
"",PDPPSPELCT,paid payee payable same-period electronic count,
"",PROBLISTREV,problem list review task,
"",PAY,payment,
"",CEPI,certified epilepsy care,
"",COBSCAT,common observation category,
"",ControlledUnclassifiedInformation,ControlledUnclassifiedInformation,
"",JurisDEID,jurisdictional de-identified information policy,
"",PSEUD,pseudonymize,
"",IDS,Identifier Sensitivity,
"",LABOE,laboratory test order entry task,
"",WELLREMLE,wellness reminder list entry,
"",MARKUP,markup or up-charge,
"",MEDCCAT,medical condition category,
"",ADRFPPMNAT,adjud. refused prior-period manual amount,
"",MEDLIST,medication list,
"",_ActConsent,_ActConsent,
"",HIPAAResearchAuthCD,HIPAA Authorization for Disclosure for Research Consent Directive,
"",CDSSCOMPT,CDS system compartment,
"",SSTOR,specimen in storage,
"",CLINNOTEE,clinical note entry task,
"",DISCHSUMREV,discharge summary review task,
"",SOCIAL2,Social/Extended Family Interaction,
"",DOCUMENT,document,
"",PAYOR,payor,
"",CTBU,certified trauma/burn center care,
"",DRGRHB,Drug Rehab,
"",_ActExposureCode,ActExposureCode,
"",IND03,prophylaxis,
"",DENTPRG,dental program,
"",SOCIAL,social service program,
"",COVPRD,coverage period,
"",PINV,paper invoice,
"",ADNFSPELAT,adjud. nullified same-period electronic amount,
"",TB,Trial Balance,
"",FALLRISK,falls risk assessment instrument task,
"",CNQC,certified neurology with special qualifications in child neurology care,
"",COTC,certified otolaryngology care,
"",MCPOL,managed care policy,
"",PTNTCARE,Health Care Interaction - Patient Care,
"",DELEPOL,delegation policy,
"",FRSTFEE,first fee,
"",COMPT,compartment,
"",ADPPPPELCT,adjud. payee payable prior-period electronic count,
"",_ActInvoiceOverrideCode,ActInvoiceOverrideCode,
"",REFNR,referral not required,
"",FFPS,"first fill, part fill, partial strength",
"",COVPOL,benefit policy,
"",NOMOU,no disclosure without MOU,
"",29553-5,age patient qn calc,
