version,code,description,release_date
"",A010199,AGHI PER INFUSIONE E PRELIEVO - ALTRI,2021-11-10
"",A0102,AGHI E KIT PER BIOPSIA,2021-11-10
"",A010201,AGHI E KIT PER BIOPSIA ISTOLOGICA E CITOLOGICA DI TESSUTI MOLLI,2021-11-10
"",A01020101,AGHI E KIT PER BIOPSIA TRANCIANTE,2021-11-10
"",A0102010101,AGHI PER BIOPSIA TRANCIANTE,2021-11-10
"",A0102010102,PISTOLE PER BIOPSIA TRANCIANTE,2021-11-10
"",A01020102,AGHI E KIT PER AGOASPIRAZIONE,2021-11-10
"",A01020199,AGHI E KIT PER BIOPSIA ISTOLOGICA E CITOLOGICA DI TESSUTI MOLLI - ALTRI,2021-11-10
"",A010202,AGHI E KIT PER BIOPSIA OSTEO-MIDOLLARE,2021-11-10
"",A01020201,AGHI E KIT PER BIOPSIA ILIACO-STERNALE,2021-11-10
"",A01020202,AGHI E KIT PER ESPIANTO MIDOLLARE,2021-11-10
"",A01020203,AGHI E KIT PER BIOPSIA VERTEBRALE O PARAVERTEBRALE,2021-11-10
"",A01020204,KIT PER BIOPSIA OSSEA MOTORIZZATA,2021-11-10
"",A01020299,AGHI E KIT PER BIOPSIA OSTEO-MIDOLLARE - ALTRI,2021-11-10
"",A010203,AGHI E KIT PER BIOPSIA CUTANEA,2021-11-10
"",A01020301,AGHI PER BIOPSIA CUTANEA,2021-11-10
"",A01020302,"PUNCH PER BIOPSIA CUTANEA, MONOUSO",2021-11-10
"",A01020303,"CURETTE PER BIOPSIA CUTANEA, MONOUSO",2021-11-10
"",A01020399,AGHI E KIT PER BIOPSIA CUTANEA - ALTRI,2021-11-10
"",A010204,AGHI E KIT PER AMNIOCENTESI E VILLOCENTESI,2021-11-10
"",A01020401,AGHI E KIT PER AMNIOCENTESI,2021-11-10
"",A01020402,AGHI E KIT PER VILLOCENTESI,2021-11-10
"",A010205,AGHI E KIT PER BIOPSIA PERENDOSCOPICA (NON DELL'APPARATO DIGERENTE),2021-11-10
"",A01020501,AGHI E KIT PER BIOPSIA BRONCHIALE PERENDOSCOPICA,2021-11-10
"",A01020502,AGHI E KIT PER BIOPSIA LAPARO- E TORACOSCOPICA,2021-11-10
"",A01020599,AGHI E KIT PER BIOPSIA PERENDOSCOPICA (NON DELL'APPARATO DIGERENTE) - ALTRI,2021-11-10
"",A010206,AGHI E KIT PER BIOPSIA CEREBRALE,2021-11-10
"",A010207,AGHI E KIT PER BIOPSIA POLMONARE,2021-11-10
"",A010299,AGHI E KIT PER BIOPSIA - ALTRI,2021-11-10
"",A0103,AGHI E KIT PER ANESTESIA,2021-11-10
"",A010301,AGHI E KIT PER ANESTESIA SPINALE E PERIDURALE,2021-11-10
"",A01030101,AGHI E KIT PER ANESTESIA SPINALE,2021-11-10
"",A01030102,AGHI E KIT PER ANESTESIA PERIDURALE,2021-11-10
"",A01030103,AGHI E KIT PER ANESTESIA COMBINATA PERIDURALE E SPINALE,2021-11-10
"",A010302,AGHI E KIT PER BLOCCO DI PLESSO,2021-11-10
"",A010399,AGHI E KIT PER ANESTESIA - ALTRI,2021-11-10
"",A0104,AGHI PER DIALISI,2021-11-10
"",A010401,AGHI FISTOLA ARTERO-VENOSI,2021-11-10
"",A010480,AGHI PER DIALISI - ACCESSORI,2021-11-10
"",A010499,AGHI PER DIALISI - ALTRI,2021-11-10
"",A0105,AGHI E KIT PER INIEZIONE PER OFTALMOLOGIA,2021-11-10
"",A010501,AGHI DA CAMERA OCULARE ANTERIORE,2021-11-10
"",A010502,AGHI PER IRRIGAZIONE OCULARE,2021-11-10
"",A010503,AGHI PERIBULBARI,2021-11-10
"",A010504,AGHI RETROBULBARI,2021-11-10
"",A010505,AGHI PER INIEZIONE ENDOCULARE,2021-11-10
"",A010506,AGHI CANNULA PER ASPIRAZIONE ENDOCULARE,2021-11-10
"",A010599,AGHI E KIT PER INIEZIONE PER OFTALMOLOGIA - ALTRI,2021-11-10
"",A0106,AGHI E KIT PER ODONTOIATRIA,2021-11-10
"",A010601,AGHI CARPULA,2021-11-10
"",A010602,AGHI PER IRRIGAZIONE DENTALE,2021-11-10
"",A010699,AGHI E KIT PER ODONTOIATRIA - ALTRI,2021-11-10
"",A0180,AGHI - ACCESSORI NON COMPRESI IN ALTRE CLASSI,2021-11-10
"",A018001,CAPPUCCI PER AGHI,2021-11-10
"",A018002,GUIDE PER AGHI,2021-11-10
"",A018003,INTRODUTTORI PER AGHI,2021-11-10
"",A018004,RACCORDI E ADATTATORI PER AGHI,2021-11-10
"",A018005,CONTENITORI CONTA-AGHI,2021-11-10
"",A018006,PENNE PER AGHI IPODERMICI,2021-11-10
"",A018099,AGHI - ACCESSORI ALTRI,2021-11-10
"",A0190,AGHI PER PROCEDURE VARIE,2021-11-10
"",A019001,AGHI BOTTONUTI,2021-11-10
"",A019002,AGHI PER AGOPUNTURA,2021-11-10
"",A019003,AGHI PER ALCOOLIZZAZIONE,2021-11-10
"",A019004,AGHI E KIT PER COLANGIOGRAFIA A CIELO APERTO,2021-11-10
"",A019005,AGHI E KIT PER GALATTOGRAFIA,2021-11-10
"",A019006,AGHI PER MESOTERAPIA,2021-11-10
"",A019007,AGHI E KIT PER SCLEROTERAPIA,2021-11-10
"",A019008,AGHI PER TATUAGGIO NON ENDOSCOPICO DURANTE PROCEDURE MEDICHE,2021-11-10
"",A019009,AGHI PER DRENAGGIO,2021-11-10
"",A019010,AGHI PER ANGIOGRAFIA,2021-11-10
"",A019011,AGHI E KIT PER INFUSIONE OSSEA E VERTEBROPLASTICA,2021-11-10
"",A019012,AGHI E SISTEMI PER LOCALIZZAZIONE DEI NODULI MAMMARI E DI ALTRE STRUTTURE,2021-11-10
"",A019013,AGHI PER INTRODUZIONE PERCUTANEA,2021-11-10
"",A019014,AGHI E KIT PER PUNTURA LOMBARE,2021-11-10
"",A019015,AGHI EPICRANICI PERI- E NEO-NATALI,2021-11-10
"",A019016,AGHI PER BRACHITERAPIA,2021-11-10
"",A019099,AGHI PER PROCEDURE VARIE - ALTRI,2021-11-10
"",A0199,AGHI - ALTRI,2021-11-10
"",A02,SIRINGHE,2021-11-10
"",A0201,SIRINGHE MONOUSO,2021-11-10
"",A020101,SIRINGHE A PERDITA DI RESISTENZA,2021-11-10
"",A020102,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO,2021-11-10
"",A02010201,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER,2021-11-10
"",A0201020101,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A DUE PEZZI,2021-11-10
"",A020102010101,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A DUE PEZZI CON AGO,2021-11-10
"",A020102010102,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A DUE PEZZI SENZA AGO,2021-11-10
"",A0201020102,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A TRE PEZZI,2021-11-10
"",A020102010201,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A TRE PEZZI CON AGO,2021-11-10
"",A020102010202,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A TRE PEZZI SENZA AGO,2021-11-10
"",A02010202,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK,2021-11-10
"",A0201020201,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK A TRE PEZZI,2021-11-10
"",A020102020101,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK A TRE PEZZI CON AGO,2021-11-10
"",A020102020102,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK A TRE PEZZI SENZA AGO,2021-11-10
"",A02010203,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO CATETERE,2021-11-10
"",A02010204,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO SENZA CONO CON AGO FISSO,2021-11-10
"",A02010205,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON SISTEMA DI SICUREZZA,2021-11-10
"",A02010299,SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO - ALTRE,2021-11-10
"",A020104,"SIRINGHE PER INIETTORE, MONOUSO",2021-11-10
"",A02010401,"SIRINGHE PER INIETTORE DI MEZZI DI CONTRASTO, MONOUSO",2021-11-10
"",A02010499,"SIRINGHE PER INIETTORE, MONOUSO - ALTRE",2021-11-10
"",A020105,SIRINGHE E KIT PER EMOGASANALISI CON AGO,2021-11-10
"",A02010501,SIRINGHE E KIT PER EMOGASANALISI CON AGO SENZA SISTEMA DI SICUREZZA,2021-11-10
"",A02010502,SIRINGHE E KIT PER EMOGASANALISI CON AGO CON SISTEMA DI SICUREZZA,2021-11-10
"",A020106,SIRINGHE MONOUSO PER INSULINA,2021-11-10
"",A02010601,SIRINGHE MONOUSO PER INSULINA CON AGO FISSO,2021-11-10
"",A02010602,SIRINGHE MONOUSO PER INSULINA SENZA AGO FISSO,2021-11-10
"",A02010603,SIRINGHE MONOUSO PER INSULINA CON SISTEMA DI SICUREZZA,2021-11-10
"",A0201060301,SIRINGHE MONOUSO PER INSULINA CON SISTEMA DI SICUREZZA CON AGO FISSO,2021-11-10
"",A0201060302,SIRINGHE MONOUSO PER INSULINA CON SISTEMA DI SICUREZZA SENZA AGO FISSO,2021-11-10
"",A02010699,SIRINGHE MONOUSO PER INSULINA - ALTRE,2021-11-10
"",A020107,SIRINGHE PRERIEMPITE,2021-11-10
"",A02010701,SIRINGHE PRERIEMPITE DI FISIOLOGICA STERILE,2021-11-10
"",A02010702,SIRINGHE PRERIEMPITE DI ACQUA STERILE,2021-11-10
"",A02010799,SIRINGHE PRERIEMPITE - ALTRE,2021-11-10
"",A020108,SIRINGHE PER NUTRIZIONE ENTERALE,2021-11-10
"",A020109,SIRINGHE MONOUSO PER TUBERCOLINA,2021-11-10
"",A020199,SIRINGHE MONOUSO - ALTRE,2021-11-10
"",A0202,SIRINGHE RIUTILIZZABILI,2021-11-10
"",A020201,SIRINGHE DA INFUSIONE RIUTILIZZABILI,2021-11-10
"",A020202,SIRINGHE DA IRRIGAZIONE RIUTILIZZABILI,2021-11-10
"",A020203,SIRINGHE PER TUBOFIALA,2021-11-10
"",A020299,SIRINGHE RIUTILIZZABILI - ALTRE,2021-11-10
"",A0280,SIRINGHE - ACCESSORI,2021-11-10
"",A0299,SIRINGHE - ALTRE,2021-11-10
"",A03,APPARATI TUBOLARI,2021-11-10
"",A0301,DEFLUSSORI,2021-11-10
"",A030101,DEFLUSSORI PER INFUSIONE,2021-11-10
"",A03010101,DEFLUSSORI CON E SENZA PRESA D'ARIA,2021-11-10
"",A03010102,DEFLUSSORI CON FILTRO IN LINEA (CONTENGONO ANCHE DEFLUSSORI PER TERAPIA TRASFUSIONALE),2021-11-10
"",A03010103,DEFLUSSORI CON REGOLATORE DI FLUSSO,2021-11-10
"",A03010104,DEFLUSSORI MICROGOCCIOLATORI,2021-11-10
"",A03010105,DEFLUSSORI PER POMPA INFUSIONALE,2021-11-10
"",A03010199,DEFLUSSORI PER INFUSIONE - ALTRI,2021-11-10
"",A030102,DEFLUSSORI PER IRRIGAZIONE,2021-11-10
"",A03010201,DEFLUSSORI ARTROSCOPICI,2021-11-10
"",A03010202,DEFLUSSORI UROLOGICI,2021-11-10
"",A03010299,DEFLUSSORI PER IRRIGAZIONE - ALTRI,2021-11-10
"",A030103,DEFLUSSORI PER NUTRIZIONE ENTERALE,2021-11-10
"",A03010301,DEFLUSSORI PER GRAVITA',2021-11-10
"",A03010302,DEFLUSSORI PER POMPA,2021-11-10
"",A03010399,DEFLUSSORI PER NUTRIZIONE ENTERALE - ALTRI,2021-11-10
"",A030104,REGOLATORI DI FLUSSO,2021-11-10
"",A030105,SISTEMI PER RISCALDAMENTO DEI FLUIDI,2021-11-10
"",A030199,DEFLUSSORI - ALTRI,2021-11-10
"",A0302,LINEE DI PROLUNGAMENTO,2021-11-10
"",A030201,PROLUNGHE,2021-11-10
"",A03020101,PROLUNGHE A BASSA PRESSIONE,2021-11-10
"",A03020102,PROLUNGHE AD ALTA PRESSIONE,2021-11-10
"",A03020199,PROLUNGHE - ALTRE,2021-11-10
"",A0303,SISTEMI PER INFUSIONE RAPIDA (ALTO FLUSSO),2021-11-10
"",A0304,KIT PER SOMMINISTRAZIONE,2021-11-10
"",A030401,"KIT PER INFUSIONE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO",2021-11-10
"",A03040101,KIT PER INFUSIONE SOTTOCUTANEA CONTINUA DI INSULINA,2021-11-10
"",A03040102,"KIT PER INFUSIONE INTRAOSSEA, MONOUSO",2021-11-10
"",A03040199,"KIT PER INFUSIONE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO - ALTRI",2021-11-10
"",A030402,"KIT PER IRRIGAZIONE, MONOUSO",2021-11-10
"",A03040201,"KIT PER IRRIGAZIONE VESCICALE, MONOUSO",2021-11-10
"",A03040202,"KIT PER IRRIGAZIONE OCULARE, MONOUSO",2021-11-10
"",A03040203,"KIT PER IRRIGAZIONE PERINEALE, MONOUSO",2021-11-10
"",A03040204,"KIT PER IRRIGAZIONE DELL'ORECCHIO, MONOUSO",2021-11-10
"",A03040299,"KIT PER IRRIGAZIONE, MONOUSO - ALTRI",2021-11-10
"",A030403,"KIT PER NUTRIZIONE ENTERALE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO",2021-11-10
"",A030499,KIT PER SOMMINISTRAZIONE - ALTRI,2021-11-10
"",A0380,APPARATI TUBOLARI - ACCESSORI,2021-11-10
"",A0399,APPARATI TUBOLARI - ALTRI,2021-11-10
"",A04,FILTRI PER SOLUZIONI,2021-11-10
"",A0401,FILTRI PER INFUSIONE E PRELIEVO,2021-11-10
"",A040101,FILTRI PER SOMMINISTRAZIONE ED ASPIRAZIONE,2021-11-10
"",A04010101,"FILTRI PER PRELIEVO E SOMMINISTRAZIONE (0,2-1;2 MICRON)",2021-11-10
"",A04010102,FILTRI PER ASPIRAZIONE E TRASFERIMENTO (MAGGIORI ED UGUALI A 5 MICRON),2021-11-10
"",A04010199,FILTRI PER SOMMINISTRAZIONE ED ASPIRAZIONE - ALTRI,2021-11-10
"",A040180,FILTRI PER INFUSIONE E PRELIEVO - ACCESSORI,2021-11-10
"",A040199,FILTRI PER INFUSIONE E PRELIEVO - ALTRI,2021-11-10
"",A0499,FILTRI PER SOLUZIONI - ALTRI,2021-11-10
"",A05,SISTEMI MECCANICI DI INFUSIONE MONOUSO,2021-11-10
"",A0501,SISTEMI ELASTOMERICI,2021-11-10
"",A050101,SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE FISSO,2021-11-10
"",A05010101,SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE FISSO SENZA BOLO ADDIZIONALE,2021-11-10
"",A05010102,SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE FISSO CON BOLO ADDIZIONALE,2021-11-10
"",A050102,SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE VARIABILE,2021-11-10
"",A05010201,SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE VARIABILE SENZA BOLO ADDIZIONALE,2021-11-10
"",A05010202,SISTEMI ELASTOMERICI CON FLUSSO DI EROGAZIONE VARIABILE CON BOLO ADDIZIONALE,2021-11-10
"",A0502,SISTEMI NON ELASTOMERICI,2021-11-10
"",A0580,SISTEMI MECCANICI DI INFUSIONE MONOUSO - ACCESSORI,2021-11-10
"",A0599,SISTEMI MECCANICI DI INFUSIONE MONOUSO - ALTRI,2021-11-10
"",A06,DISPOSITIVI DI DRENAGGIO E RACCOLTA LIQUIDI,2021-11-10
"",A0601,SISTEMI DI DRENAGGIO CHIRURGICO,2021-11-10
"",A060101,DRENAGGI SOTTOVUOTO E A CADUTA,2021-11-10
"",A06010101,SISTEMI DI DRENAGGIO PER ASPIRAZIONE PREDEFINITA,2021-11-10
"",A0601010101,SISTEMI DI DRENAGGIO A CONTENITORE RIGIDO TIPO REDON,2021-11-10
"",A0601010102,SISTEMI DI DRENAGGIO A SERBATOIO,2021-11-10
"",A0601010103,SISTEMI DI DRENAGGIO A SOFFIETTO,2021-11-10
"",A0601010199,SISTEMI DI DRENAGGIO PER ASPIRAZIONE PREDEFINITA - ALTRI,2021-11-10
"",A06010102,SISTEMI DI DRENAGGIO PER ASPIRAZIONE REGOLABILE,2021-11-10
"",A0601010201,SISTEMI DI DRENAGGIO PER ASPIRAZIONE CONTROLLATA CON CAMERA DI RACCOLTA,2021-11-10
"",A0601010299,SISTEMI DI DRENAGGIO PER ASPIRAZIONE REGOLABILE - ALTRI,2021-11-10
"",A06010103,"CANNULE E PUNTE PER ASPIRAZIONE E IRRIGAZIONE, MONOUSO",2021-11-10
"",A06010104,SONDE DI DRENAGGIO,2021-11-10
"",A0601010401,DRENAGGI TORACICI (RETTI ED ANGOLATI),2021-11-10
"",A0601010402,DRENAGGI CILINDRICI O ROTONDI (RETTI ED A T),2021-11-10
"",A0601010403,DRENAGGI PIATTI E LAMELLARI,2021-11-10
"",A0601010499,SONDE DI DRENAGGIO - ALTRE,2021-11-10
"",A06010199,DRENAGGI SOTTOVUOTO E A CADUTA - ALTRI,2021-11-10
"",A060102,TUBI MEDICALI DI RACCORDO PER DRENAGGI CHIRURGICI,2021-11-10
"",A060199,SISTEMI DI DRENAGGIO CHIRURGICO - ALTRI,2021-11-10
"",A0602,SISTEMI DI DRENAGGIO PERCUTANEO,2021-11-10
"",A060201,"CATETERI E KIT PER DRENAGGI ESTERNI (ASCESSI, BILIARI; CISTI)",2021-11-10
"",A060202,DRENAGGI TROCAR 3/4,2021-11-10
"",A060203,DRENAGGI PLEURICI CON VAVOLA E KIT,2021-11-10
"",A060204,DRENAGGI PER PARA- E TORACENTESI E KIT,2021-11-10
"",A060205,DRENAGGI PER PERICARDIOCENTESI E KIT,2021-11-10
"",A060206,DRENAGGI PERITONEALI E KIT,2021-11-10
"",A060299,SISTEMI DI DRENAGGIO PERCUTANEO - ALTRI,2021-11-10
"",A0603,SACCHE E SISTEMI DI RACCOLTA LIQUIDI,2021-11-10
"",A060301,"SACCHE E ALTRI CONTENITORI DI RACCOLTA PER DRENAGGI E FISTOLE, MONOUSO",2021-11-10
"",A060302,"SACCHE DI RACCOLTA PER LAVAGGI UROLOGICI E ARTROSCOPICI, MONOUSO",2021-11-10
"",A060303,"SISTEMI E SACCHE DI RACCOLTA URINA, MONOUSO",2021-11-10
"",A06030301,SACCHE PER URINA (N.T.COD. ISO 0927),2021-11-10
"",A06030302,SET PER LA MISURAZIONE DELLA DIURESI ORARIA,2021-11-10
"",A06030399,SISTEMI DI RACCOLTA URINA - ALTRI,2021-11-10
"",A060304,DISPOSITIVI PER LA RACCOLTA INTRAOPERATORIA DEI LIQUIDI ASPIRATI,2021-11-10
"",A06030401,CONTENITORI PER ASPIRAZIONE INTRAOPERATORIA,2021-11-10
"",A06030499,DISPOSITIVI PER LA RACCOLTA INTRAOPERATORIA DEI LIQUIDI ASPIRATI - ALTRI,2021-11-10
"",A060399,SACCHE E SISTEMI DI RACCOLTA LIQUIDI - ALTRI,2021-11-10
"",A0680,DISPOSITIVI DI DRENAGGIO E RACCOLTA LIQUIDI - ACCESSORI,2021-11-10
"",A0699,DISPOSITIVI DI DRENAGGIO E RACCOLTA LIQUIDI - ALTRI,2021-11-10
"",A07,"ADATTATORI, CONNETTORI; RAMPE; RUBINETTI; TAPPI",2021-11-10
"",A0701,ADATTATORI E CONNETTORI,2021-11-10
"",A070101,ADATTATORI E CONNETTORI PER LINEE DI ASPIRAZIONE,2021-11-10
"",A070102,ADATTATORI E CONNETTORI PER LINEE DI IRRIGAZIONE,2021-11-10
"",A070103,ADATTATORI E CONNETTORI PER LINEE DI INFUSIONE,2021-11-10
"",A070199,ADATTATORI E CONNETTORI ??? ALTRI,2021-11-10
"",A0702,RAMPE,2021-11-10
"",A0703,RUBINETTI,2021-11-10
"",A0704,SISTEMI PER RICOSTITUZIONE E SOMMINISTRAZIONE DI FARMACI,2021-11-10
"",A0705,TAPPI O OTTURATORI,2021-11-10
"",A070501,TAPPI / OTTURATORI NON PERFORABILI,2021-11-10
"",A070502,TAPPI / OTTURATORI PERFORABILI,2021-11-10
"",A07050201,TAPPI / OTTURATORI PERFORABILI CON AGO,2021-11-10
"",A07050202,TAPPI / OTTURATORI CON VIA DI ACCESSO SENZA AGO,2021-11-10
"",A070599,TAPPI O OTTURATORI - ALTRI,2021-11-10
"",A0706,PROTEZIONI ANTISETTICHE PER RACCORDI,2021-11-10
"",A0799,"ADATTATORI, CONNETTORI; RAMPE; RUBINETTI; TAPPI - ALTRI",2021-11-10
"",A08,"SACCHE E CONTENITORI PER NUTRIZIONE ED INFUSIONE, MONOUSO",2021-11-10
"",A0801,"SACCHE E CONTENITORI PER NUTRIZIONE, MONOUSO",2021-11-10
"",A080101,"SACCHE E CONTENITORI PER ALIMENTAZIONE ENTERALE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO",2021-11-10
"",A080102,"SACCHE E CONTENITORI PER ALIMENTAZIONE PARENTERALE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO",2021-11-10
"",A080199,"SACCHE E CONTENITORI PER NUTRIZIONE, MONOUSO - ALTRI",2021-11-10
"",A0802,"SACCHE E CONTENITORI PER INFUSIONE, MONOUSO",2021-11-10
"",A080201,"SACCHE E CONTENITORI PER POMPA INFUSIONALE, MONOUSO",2021-11-10
"",A080299,"SACCHE E CONTENITORI PER INFUSIONE, MONOUSO - ALTRI",2021-11-10
"",A0880,"SACCHE E CONTENITORI PER NUTRIZIONE ED INFUSIONE, MONOUSO - ACCESSORI",2021-11-10
"",A088001,"SPREMISACCHE, MONOUSO",2021-11-10
"",A088099,"SACCHE E CONTENITORI PER NUTRIZIONE ED INFUSIONE, MONOUSO - ACCESSORI ALTRI",2021-11-10
"",A0899,"SACCHE E CONTENITORI PER NUTRIZIONE ED INFUSIONE, MONOUSO - ALTRE",2021-11-10
"",A09,CONTENITORI PER ORGANI,2021-11-10
"",A0901,CONTENITORI PER IL PRELIEVO DI ORGANI,2021-11-10
"",A090101,SACCHE PER LA RACCOLTA DI ORGANI,2021-11-10
"",A090199,CONTENITORI PER IL PRELIEVO DI ORGANI - ALTRI,2021-11-10
"",A0980,CONTENITORI PER ORGANI - ACCESSORI,2021-11-10
"",A0999,CONTENITORI PER ORGANI - ALTRI,2021-11-10
"",A10,DISPOSITIVI PER STOMIA ADDOMINALE (N.T.COD. En ISO 0918),2021-11-10
"",A1001,DISPOSITIVI PER STOMIA ADDOMINALE - MONOPEZZO,2021-11-10
"",A100101,SACCHE PER COLOSTOMIA MONOPEZZO (N.T.COD. En ISO 091804),2021-11-10
"",A10010101,SACCHE PER COLOSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO,2021-11-10
"",A1001010101,SACCHE PER COLOSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO NON RIVESTITE,2021-11-10
"",A1001010102,SACCHE PER COLOSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO RIVESTITE,2021-11-10
"",A10010102,SACCHE PER COLOSTOMIA MONOPEZZO CON STOMA INTROFLESSO,2021-11-10
"",A1001010201,SACCHE PER COLOSTOMIA MONOPEZZO CON STOMA INTROFLESSO NON RIVESTITE,2021-11-10
"",A1001010202,SACCHE PER COLOSTOMIA MONOPEZZO CON STOMA INTROFLESSO RIVESTITE,2021-11-10
"",A100102,SACCHE PER ILEOSTOMIA MONOPEZZO (N.T.COD. En ISO 0918),2021-11-10
"",A10010201,SACCHE PER ILEOSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO,2021-11-10
"",A1001020101,SACCHE PER ILEOSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO NON RIVESTITE,2021-11-10
"",A1001020102,SACCHE PER ILEOSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO RIVESTITE,2021-11-10
"",A10010202,SACCHE PER ILEOSTOMIA MONOPEZZO CON STOMA INTROFLESSO,2021-11-10
"",A1001020201,SACCHE PER ILEOSTOMIA MONOPEZZO CON STOMA INTROFLESSO NON RIVESTITE,2021-11-10
"",A1001020202,SACCHE PER ILEOSTOMIA MONOPEZZO CON STOMA INTROFLESSO RIVESTITE,2021-11-10
"",A100103,SACCHE PER UROSTOMIA MONOPEZZO (N.T.COD. En ISO 0918),2021-11-10
"",A10010301,SACCHE PER UROSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO,2021-11-10
"",A1001030101,SACCHE PER UROSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO NON RIVESTITE,2021-11-10
"",A1001030102,SACCHE PER UROSTOMIA MONOPEZZO CON STOMA NON INTROFLESSO RIVESTITE,2021-11-10
"",A10010302,SACCHE PER UROSTOMIA MONOPEZZO CON STOMA INTROFLESSO,2021-11-10
"",A1001030201,SACCHE PER UROSTOMIA MONOPEZZO CON STOMA INTROFLESSO NON RIVESTITE,2021-11-10
"",A1001030202,SACCHE PER UROSTOMIA MONOPEZZO CON STOMA INTROFLESSO RIVESTITE,2021-11-10
"",A100104,TAPPI AD ESPANSIONE PER SISTEMI PER STOMIA ADDOMINALE - MONOPEZZO,2021-11-10
"",A100199,DISPOSITIVI PER STOMIA ADDOMINALE - MONOPEZZO ??? ALTRI,2021-11-10
