version,code,description,release_date
2.0.0,Ci,CURIE,2014-03-26
2.0.0,L/h,liter per hour,2014-03-26
2.0.0,10*6.U,(the number ten for arbitrary powers ^ 6) * Unit,2014-03-26
2.0.0,[Cal],nutrition label Calories,2014-03-26
2.0.0,W,Watt,2014-03-26
2.0.0,[CFU]/L,colony forming unit per liter,2014-03-26
2.0.0,[APL'U],IgA anticardiolipin unit,2014-03-26
2.0.0,[IU]/10*9{RBCs},international unit per billion red blood cells,2014-03-26
2.0.0,/[IU],per international unit,2014-03-26
2.0.0,%{Inhibition},percent Inhibition,2014-03-26
2.0.0,[IU]/(24.h),international unit per 24 hour,2014-03-26
2.0.0,U/g{hemoglobin},enzyme Unit per gram of hemoglobin,2014-03-26
2.0.0,U/mol,enzyme Unit per mole,2014-03-26
2.0.0,L.s2/s,liter * (second ^ 2) / second,2014-03-26
2.0.0,/g{wet'tis},per gram wet'tis,2014-03-26
2.0.0,/g{tot'prot},per gram tot'prot,2014-03-26
2.0.0,%{Index},percent Index,2014-03-26
2.0.0,/g{tot_prot},per gram of total protein,2014-03-26
2.0.0,[IU]/dL,international unit per deciliter,2014-03-26
2.0.0,/uL,per microliter,2014-03-26
2.0.0,%{Excretion},percent Excretion,2014-03-26
2.0.0,[IU]/L{37Cel},international unit per liter at 37 degrees Celsius,2014-03-26
2.0.0,Gy,Gray,2014-03-26
2.0.0,%{Abnormal},percent Abnormal,2014-03-26
2.0.0,[G],Newtonian constant of gravitation,2014-03-26
2.0.0,L/L,liter per liter,2014-03-26
2.0.0,Hz,Hertz,2014-03-26
2.0.0,Pa,Pascal,2014-03-26
2.0.0,B[V],bel volt,2014-03-26
2.0.0,/10*4{RBCs},per 10 thousand red blood cells,2014-03-26
2.0.0,/m2,per square meter,2014-03-26
2.0.0,Bd,baud,2014-03-26
2.0.0,[D'ag'U],D-ANTIGEN UNITS,2014-03-26
2.0.0,/s,per second,2014-03-26
2.0.0,/g{tot'nit},per gram tot'nit,2014-03-26
2.0.0,[IU]/kg/d,international unit per kilogram per day,2014-03-26
2.0.0,1/min,one per minute,2014-03-26
2.0.0,/mo,per month,2014-03-26
2.0.0,10*3/L,Thousand Per Liter,2014-03-26
2.0.0,H,Henry,2014-03-26
2.0.0,%{ofAvailable},percent ofAvailable,2014-03-26
2.0.0,%{risk},percent risk,2014-03-26
2.0.0,10*5,OneHundredThousand,2014-03-26
2.0.0,%{activity},percent activity,2014-03-26
2.0.0,[IU]/mL,international unit per milliliter,2014-03-26
2.0.0,/[LPF],per low power field,2014-03-26
2.0.0,10*6/L,million per liter,2014-03-26
2.0.0,/dL,per deciliter,2014-03-26
2.0.0,%{WeightToWeight},percent WeightToWeight,2014-03-26
2.0.0,[IU]/h,international unit per hour,2014-03-26
2.0.0,/U,per enzyme unit,2014-03-26
2.0.0,U/umol,enzyme Unit per micromole,2014-03-26
2.0.0,[HPF],high power field,2014-03-26
2.0.0,/100{cells},per 100 cells,2014-03-26
2.0.0,[Lf],LIMIT OF FLOCCULATION,2014-03-26
2.0.0,%{normal},percent normal,2014-03-26
2.0.0,K,Kelvin,2014-03-26
2.0.0,U/10*10{cells},enzyme unit per 10 billion cells,2014-03-26
2.0.0,%{blockade},percent blockade,2014-03-26
2.0.0,10*6/mL,million per milliliter,2014-03-26
2.0.0,10*6/mm3,(the number ten for arbitrary powers ^ 6) / (millimeter ^ 3),2014-03-26
2.0.0,/10*12{RBCs},per trillion red blood cells,2014-03-26
2.0.0,10*9/L,billion per liter,2014-03-26
2.0.0,L/min,liter per minute,2014-03-26
2.0.0,N,Newton,2014-03-26
2.0.0,%{Tot'Hgb},percent Tot'Hgb,2014-03-26
2.0.0,U/s,enzyme unit per second,2014-03-26
2.0.0,[Btu_59],British thermal unit at 59 ??F,2014-03-26
2.0.0,[GPL'U],IgG anticardiolipin unit,2014-03-26
2.0.0,Oe,Oersted,2014-03-26
2.0.0,/10*12{rbc},PerTrillionRedBloodCells,2014-03-26
2.0.0,/(12.h),per 12 * hour,2014-03-26
2.0.0,U/(18.h),enzyme Unit per 18 hour,2014-03-26
2.0.0,N.cm,Newton centimeter,2014-03-26
2.0.0,[Btu_m],mean British thermal unit,2014-03-26
2.0.0,Sv,Sievert,2014-03-26
2.0.0,U/mL{RBC},Unit / milliliter RBC,2014-03-26
2.0.0,%{recovery},percent recovery,2014-03-26
2.0.0,/100,per 100,2014-03-26
2.0.0,%{normal_pooled_plasma},percent normal pooled plasma,2014-03-26
2.0.0,Ohm.m,Ohm meter,2014-03-26
2.0.0,%{basal_activity},percent basal activity,2014-03-26
2.0.0,J,joule,2014-03-26
2.0.0,Ms,megasecond,2014-03-26
2.0.0,%{WBCs},percent of white blood cells,2014-03-26
2.0.0,10*6.[IU],million international unit,2014-03-26
2.0.0,[Btu_IT],international table British thermal unit,2014-03-26
2.0.0,/kg{body_wt},per kilogram of body weight,2014-03-26
2.0.0,Bi,Biot,2014-03-26
2.0.0,10*3{Copies}/mL,Thousand Copies Per MilliLiter,2014-03-26
2.0.0,U/g{protein},enzyme unit per gram of protein,2014-03-26
2.0.0,%{Tot'Cholesterol},percent Tot'Cholesterol,2014-03-26
2.0.0,Ky,Kayser,2014-03-26
2.0.0,10*-3{Polarization'U},(the number ten for arbitrary powers ^ -3) Polarization'U,2014-03-26
2.0.0,10*3.U,Thousand Per * Unit,2014-03-26
2.0.0,/10*3,per thousand,2014-03-26
2.0.0,[IU]/min,international unit per minute,2014-03-26
2.0.0,/100{WBC},Per100WBC,2014-03-26
2.0.0,10*9/uL,billion per microliter,2014-03-26
2.0.0,/d,per day,2014-03-26
2.0.0,[CCID_50],CELL CULTURE INFECTIOUS DOSE 50%,2014-03-26
2.0.0,/[arb'U],per arbitrary unit,2014-03-26
2.0.0,%{HemoglobinSaturation},percent HemoglobinSaturation,2014-03-26
2.0.0,[LPF],low power field,2014-03-26
2.0.0,U/10*10,enzyme unit per 10 billion,2014-03-26
2.0.0,Lmb,Lambert,2014-03-26
2.0.0,10*6.eq/mL,MillionEquivalentsPerMilliLiter,2014-03-26
2.0.0,U/kg{Hb},enzyme unit per kilogram of hemoglobin,2014-03-26
2.0.0,[Btu_th],thermochemical British thermal unit,2014-03-26
2.0.0,U/(2.h),enzyme unit per 2 hour,2014-03-26
2.0.0,St,Stokes,2014-03-26
2.0.0,U/10,enzyme unit per 10,2014-03-26
2.0.0,U/(12.h),enzyme unit per 12 hour,2014-03-26
2.0.0,10*3{RBCs},thousand red blood cells,2014-03-26
2.0.0,Cel,degree Celsius,2014-03-26
2.0.0,Wb,Weber,2014-03-26
2.0.0,',minute,2014-03-26
2.0.0,%{Hemolysis},percent Hemolysis,2014-03-26
2.0.0,Gal,Gal,2014-03-26
2.0.0,%{ofBacteria},percent ofBacteria,2014-03-26
2.0.0,10*6/{Specimen},MillionPerSpecimen,2014-03-26
2.0.0,/mm,per millimeter,2014-03-26
2.0.0,10.uN.s/(cm.m2),10 * microNewton * second / centimeter * (meter ^ 2),2014-03-26
2.0.0,[IU]/L,international unit per liter,2014-03-26
2.0.0,/{OIF},per oil immersion field,2014-03-26
2.0.0,By,byte,2014-03-26
2.0.0,%{NormalPooledPlasma},percent NormalPooledPlasma,2014-03-26
2.0.0,10*4/uL,10 thousand per microliter,2014-03-26
2.0.0,%{total},percent total,2014-03-26
2.0.0,10.uN.s/cm,10 * microNewton * second / centimeter,2014-03-26
2.0.0,/10*10,PerTenGiga,2014-03-26
2.0.0,U/L,enzyme unit per liter,2014-03-26
2.0.0,%{Activity},percent Activity,2014-03-26
2.0.0,AU,astronomic unit,2014-03-26
2.0.0,[acr_br],acre,2014-03-26
2.0.0,[lton_av],long ton British ton,2014-03-26
2.0.0,g/d,gram per day,2014-03-26
2.0.0,[fur_us],furlong,2014-03-26
2.0.0,mL/{beat}/m2,milliliter per heart beat per square meter,2014-03-26
2.0.0,mL/[sin_i],milliliter per square inch (international),2014-03-26
2.0.0,[TCID_50],TISSUE CULTURE INFECTIOUS DOSE 50%,2014-03-26
2.0.0,mmol/L{RBCs},millimole per liter of red blood cells,2014-03-26
2.0.0,[arb'U],arbitrary unit,2014-03-26
2.0.0,mL/s,milliliter per second,2014-03-26
2.0.0,mg/L,milligram per liter,2014-03-26
2.0.0,mU/mmol{creat},milli enzyme unit per millimole of creatinine,2014-03-26
2.0.0,cSt,centiStokes,2014-03-26
2.0.0,mg{FEU}/L,milligram fibrinogen equivalent unit per liter,2014-03-26
2.0.0,mL/({h'b}.m2),milliliter / h'b * (meter ^ 2),2014-03-26
2.0.0,[eps_0],permittivity of vacuum,2014-03-26
2.0.0,[arb'U]/L,arbitary unit / liter,2014-03-26
2.0.0,lm,lumen,2014-03-26
2.0.0,kg.m/s,kilogram meter per second,2014-03-26
2.0.0,%{abnormal},percent abnormal,2014-03-26
2.0.0,10*3/mL,Thousand Per MilliLiter,2014-03-26
2.0.0,/g,per gram,2014-03-26
2.0.0,/10*3.{RBCs},per thousand red blood cells,2014-03-26
2.0.0,B,bel,2014-03-26
2.0.0,U/min,enzyme unit per minute,2014-03-26
2.0.0,%{OfWBCs},percent OfWBCs,2014-03-26
2.0.0,%/100{WBC},percent / 100 WBC,2014-03-26
2.0.0,L/(8.h),liter per 8 hour,2014-03-26
2.0.0,10*9/mL,billion per milliliter,2014-03-26
2.0.0,%{Uptake},percent Uptake,2014-03-26
2.0.0,[nmi_i],nautical mile,2014-03-26
2.0.0,mg/{total_volume},milligram per total volume,2014-03-26
2.0.0,bit_s,bit,2014-03-26
2.0.0,mmol/(8.h.kg),millimole / 8 * hour * kilogram,2014-03-26
2.0.0,[drp]/min,drop / minute,2014-03-26
2.0.0,g/(72.h),gram per 72 hour,2014-03-26
2.0.0,kat/kg,katal / kilogram,2014-03-26
2.0.0,[ka'U],King Armstrong unit,2014-03-26
2.0.0,mU/g,millienzyme Unit per gram,2014-03-26
2.0.0,mg{creat},milligram of creatinine,2014-03-26
2.0.0,fmol/L,femtomole per liter,2014-03-26
2.0.0,[pk_us],peck,2014-03-26
2.0.0,[degF],degree Fahrenheit,2014-03-26
2.0.0,fmol/g,femtomole per gram,2014-03-26
2.0.0,g/(8.h),gram / 8 * hour,2014-03-26
2.0.0,mg/kg/(24.h),milligram / kilogram / 24 * hour,2014-03-26
2.0.0,[gil_br],gill,2014-03-26
2.0.0,g/{total_weight},gram per total weight,2014-03-26
2.0.0,g.m/{hb},gram * meter / hb,2014-03-26
2.0.0,dyn.s/(cm.m2),dyne second per centimeter per square meter,2014-03-26
2.0.0,[min_br],minim,2014-03-26
2.0.0,kU,kilo enzyme unit,2014-03-26
2.0.0,lx,lux,2014-03-26
2.0.0,[cml_i],circular mil,2014-03-26
2.0.0,/{Specimen},per Specimen,2014-03-26
2.0.0,/g{Hb},per gram of hemoglobin,2014-03-26
2.0.0,[HP],horsepower,2014-03-26
2.0.0,RAD,radiation absorbed dose,2014-03-26
2.0.0,10.uN.s/cm2,10 * microNewton * second / (centimeter ^ 2),2014-03-26
2.0.0,[Btu_60],British thermal unit at 60 ??F,2014-03-26
2.0.0,U/kg{hemoglobin},enzyme Unit per kilogram of hemoglobin,2014-03-26
2.0.0,U{37Cel}/L,enzyme unit per liter at 37 deg Celsius,2014-03-26
2.0.0,'',second,2014-03-26
2.0.0,[yd_i],yard,2014-03-26
2.0.0,mg/kg,milligram per kilogram,2014-03-26
2.0.0,[m_p],proton mass,2014-03-26
2.0.0,[iU]/L,InternationalUnitsPerLiter,2014-03-26
2.0.0,fmol/mL,femtomole / milliliter,2014-03-26
2.0.0,[gal_us],Queen Anne's wine gallon,2014-03-26
2.0.0,mL/(4.h),milliliter per 4 hour,2014-03-26
2.0.0,[rd_br],rod,2014-03-26
2.0.0,g/(48.h),gram per 48 hour,2014-03-26
2.0.0,mg/(12.h),milligram per 12 hour,2014-03-26
2.0.0,mL/kg/min,milliliter per kilogram per minute,2014-03-26
2.0.0,mL/dL,milliliter per deciliter,2014-03-26
2.0.0,dyn.s/cm,dyne second per centimeter,2014-03-26
2.0.0,kcal/(8.h),kilocalorie / 8 * hour,2014-03-26
2.0.0,mL/min,milliliter per minute,2014-03-26
2.0.0,g/min,gram per minute,2014-03-26
2.0.0,[oz_ap],ounce (US and British),2014-03-26
2.0.0,cm2/s,square centimeter per second,2014-03-26
2.0.0,mCi,milliCurie,2014-03-26
2.0.0,cal_m,mean calorie,2014-03-26
2.0.0,fL,femtoliter,2014-03-26
2.0.0,[gal_wi],historical winchester gallon,2014-03-26
2.0.0,[FFU],FOCUS-FORMING UNITS,2014-03-26
2.0.0,U/d,enzyme unit per day,2014-03-26
2.0.0,%{binding},percent binding,2014-03-26
2.0.0,%{inhibition},percent inhibition,2014-03-26
2.0.0,/cm[H2O],per centimeter of water,2014-03-26
2.0.0,L,liter,2014-03-26
2.0.0,%{Negative Control},percent Negative Control,2014-03-26
2.0.0,10^,the number ten for arbitrary powers,2014-03-26
2.0.0,[MPL'U]/mL,IgM anticardiolipin unit per milliliter**,2014-03-26
2.0.0,meq/mL,milliequivalent per milliliter,2014-03-26
2.0.0,g/mmol,gram per millimole,2014-03-26
2.0.0,cm2,square centimeter,2014-03-26
2.0.0,mg/g{dry_tissue},milligram per gram of dry tissue,2014-03-26
2.0.0,[cr_i],cord,2014-03-26
2.0.0,[beth'U],Bethesda unit,2014-03-26
2.0.0,mPa,millipascal,2014-03-26
2.0.0,[mi_br],mile,2014-03-26
2.0.0,mg/(72.h),milligram per 72 hour,2014-03-26
2.0.0,[drp]/h,drop / hour,2014-03-26
2.0.0,hL,hectoliter,2014-03-26
2.0.0,[pouce],pouce French inch,2014-03-26
2.0.0,erg,erg,2014-03-26
2.0.0,g/mg,gram per milligram,2014-03-26
2.0.0,eq/mmol,equivalents / millimole,2014-03-26
2.0.0,[drp],drop,2014-03-26
2.0.0,[cup_us],cup,2014-03-26
2.0.0,mU/mmol{creatinine},millienzyme Unit per millimole of creatinine,2014-03-26
2.0.0,dB,decibel,2014-03-26
2.0.0,ks,kilosecond,2014-03-26
2.0.0,meq/d,milliequivalent per day,2014-03-26
2.0.0,kcal/d,kilocalorie per day,2014-03-26
2.0.0,a_t,tropical year,2014-03-26
2.0.0,mbar/L/s,millibar per liter per second,2014-03-26
2.0.0,mU/mg{Cre},milliUnit / milligram Cre,2014-03-26
2.0.0,mg/(6.h),milligram per 6 hour,2014-03-26
2.0.0,[smgy'U],Somogyi unit,2014-03-26
2.0.0,mg/mg{creat},milligram per milligram of creatinine,2014-03-26
2.0.0,kL,kiloliter,2014-03-26
2.0.0,g/{TotalWeight},gram / TotalWeight,2014-03-26
2.0.0,[ppm],part per million,2014-03-26
2.0.0,meq/min,milliequivalent per minute,2014-03-26
2.0.0,%{viable},percent viable,2014-03-26
2.0.0,%{relative},relative percent,2014-03-26
2.0.0,[APL'U]/mL,IgA anticardiolipin unit per milliliter,2014-03-26
2.0.0,G,Gauss,2014-03-26
2.0.0,%{lysis},percent lysis,2014-03-26
2.0.0,[car_Au],carat of gold alloys,2014-03-26
2.0.0,kcal,kilocalorie,2014-03-26
2.0.0,[cft_i],cubic foot,2014-03-26
2.0.0,ar,are,2014-03-26
2.0.0,meq/{total_volume},milliequivalent per total volume,2014-03-26
2.0.0,mmol/d,millimole per day,2014-03-26
2.0.0,meq/m2,milliequivalent per square meter,2014-03-26
2.0.0,[c],velocity of light,2014-03-26
2.0.0,g/(3.d),gram per 3 days,2014-03-26
2.0.0,mm3,cubic millimeter,2014-03-26
2.0.0,g/kg/(8.h),gram per kilogram per 8 hour,2014-03-26
2.0.0,mg/mmol,milligram per millimole,2014-03-26
2.0.0,cal_th,thermochemical calorie,2014-03-26
2.0.0,[dr_av],Dram (US and British),2014-03-26
2.0.0,[lne],line,2014-03-26
2.0.0,[kn_i],knot,2014-03-26
2.0.0,mL/(72.h),milliliter per 72 hour,2014-03-26
2.0.0,mmol/L/s,millimole per liter per second,2014-03-26
2.0.0,g/(24.h),gram per 24 hour,2014-03-26
2.0.0,mg/min,milligram per minute,2014-03-26
2.0.0,[oz_av],ounce (US and British),2014-03-26
2.0.0,[qt_us],quart,2014-03-26
2.0.0,/{Entity},per Entity,2014-03-26
2.0.0,%{loss},percent loss,2014-03-26
2.0.0,U{25Cel}/L,enzyme unit per liter at 25 deg Celsius,2014-03-26
2.0.0,%{Normal},percent Normal,2014-03-26
2.0.0,1/d,one per day,2014-03-26
2.0.0,/mmol{creat},per millimole of creatinine,2014-03-26
2.0.0,GBq,gigaBecquerel,2014-03-26
2.0.0,eq/L,equivalents / liter,2014-03-26
2.0.0,d,day,2014-03-26
2.0.0,[iU]/g,InternationalUnitsPerGram,2014-03-26
2.0.0,mg/{Tot'Volume},milligram / Tot'Volume,2014-03-26
2.0.0,dyn,dyne,2014-03-26
2.0.0,[ppth],parts per thousand,2014-03-26
2.0.0,eV,electronvolt,2014-03-26
2.0.0,g/{total_output},gram per total output,2014-03-26
2.0.0,%{deficient},percent deficient,2014-03-26
2.0.0,[syd_i],square yard,2014-03-26
2.0.0,U/mL,enzyme unit per milliliter,2014-03-26
2.0.0,mL/h,milliliter per hour,2014-03-26
2.0.0,/wk,per week,2014-03-26
2.0.0,10*6.[CFU]/L,million colony forming unit per liter,2014-03-26
2.0.0,[pi],the number pi,2014-03-26
2.0.0,mL,milliliter,2014-03-26
2.0.0,/kg,per kilogram,2014-03-26
2.0.0,/g{HGB},PerGramHemoglobin,2014-03-26
2.0.0,kU/g,kiloenzyme Unit per gram,2014-03-26
2.0.0,[mesh_i],mesh,2014-03-26
2.0.0,[Btu],British thermal unit,2014-03-26
2.0.0,g/kg/d,gram per kilogram per day,2014-03-26
2.0.0,[BAU],bioequivalent allergen unit,2014-03-26
2.0.0,kg/m2,kilogram / (meter ^ 2),2014-03-26
2.0.0,g,gram,2014-03-26
2.0.0,/a,/ year,2014-03-26
2.0.0,%{aggregation},percent aggregation,2014-03-26
2.0.0,g%,gram percent,2014-03-26
2.0.0,[bu_br],bushel,2014-03-26
2.0.0,10*6,Million,2014-03-26
2.0.0,/ug,per microgram,2014-03-26
2.0.0,mmol/(24.h),millimole per 24 hour,2014-03-26
2.0.0,fg,femtogram,2014-03-26
2.0.0,g/g{globulin},gram per gram of globulin,2014-03-26
2.0.0,mL/(6.h),milliliter per 6 hour,2014-03-26
2.0.0,[hd_i],hand,2014-03-26
2.0.0,mPa.s,millipascal second,2014-03-26
2.0.0,g/h/m2,gram per hour per square meter,2014-03-26
2.0.0,kg/h,kilogram per hour,2014-03-26
2.0.0,[lk_br],link for Gunter's chain,2014-03-26
2.0.0,b,barn,2014-03-26
2.0.0,[bf_i],board foot,2014-03-26
2.0.0,mL/L,milliliter per liter,2014-03-26
2.0.0,[pnt],point,2014-03-26
2.0.0,meq/(8.h.kg),milliequivalents / 8 * hour * kilogram,2014-03-26
2.0.0,[rch_us],Ramden's chain Engineer's chain,2014-03-26
2.0.0,[didot],didot Didot's point,2014-03-26
2.0.0,cd,candela,2014-03-26
2.0.0,k[IU]/mL,kilo international unit per milliliter,2014-03-26
2.0.0,cm3,cubic centimeter,2014-03-26
2.0.0,[drp]/s,drop / second,2014-03-26
2.0.0,meq/(12.h),milliequivalent per 12 hour,2014-03-26
2.0.0,kU/h,kiloUnit / hour,2014-03-26
2.0.0,[pca],pica,2014-03-26
2.0.0,mg/{specimen},milligram per specimen,2014-03-26
2.0.0,g/(100.g),gram per 100 gram,2014-03-26
2.0.0,mg/{TotalVolume},MilliGramPerTotalVolume,2014-03-26
2.0.0,mL{fetal_RBCs},milliliter of fetal red blood cells,2014-03-26
2.0.0,[arb'U]/mL,arbitrary unit per milliliter,2014-03-26
2.0.0,[hp_C],HOMEOPATHIC POTENCY OF CENTESIMAL SERIES,2014-03-26
2.0.0,kg/(s.m2),kilogram per second per square meter,2014-03-26
2.0.0,%{HumanResponse},percent HumanResponse,2014-03-26
2.0.0,24.h,24 hour,2014-03-26
2.0.0,L/(min.m2),liter per minute per square meter,2014-03-26
2.0.0,MBq,megaBecquerel,2014-03-26
2.0.0,L/kg,liter per kilogram,2014-03-26
2.0.0,[IU]/g{Hb},international unit per gram of hemoglobin,2014-03-26
2.0.0,[IU]/mg{creat},international unit per milligram of creatinine,2014-03-26
2.0.0,1,1*,2014-03-26
2.0.0,%{breakdown},percent breakdown,2014-03-26
2.0.0,U/g{Hb},enzyme unit per gram of hemoglobin,2014-03-26
2.0.0,%{EosSeen},percent EosSeen,2014-03-26
2.0.0,fm,femtometer,2014-03-26
2.0.0,[fdr_us],fluid dram,2014-03-26
2.0.0,[mclg'U],Mac Lagan unit,2014-03-26
2.0.0,cm[H2O]/L/s,centimeter of water per liter per second,2014-03-26
2.0.0,[lcwt_av],long hunderdweight British hundredweight,2014-03-26
2.0.0,mho,mho,2014-03-26
2.0.0,lm.m2,lumen square meter,2014-03-26
2.0.0,mU/g{Hgb},milliUnit / gram Hgb,2014-03-26
2.0.0,mU/mL,millienzyme Unit per milliliter,2014-03-26
2.0.0,g/mL,gram per milliliter,2014-03-26
2.0.0,mg/mg{Cre},MilligramsPerMilligramCreatinine,2014-03-26
2.0.0,g/mmol{creat},gram / millimole creat,2014-03-26
2.0.0,mg/{Specimen},milligram / Specimen,2014-03-26
2.0.0,mL/d,milliliter per day,2014-03-26
2.0.0,mU/mg,milliUnit / milligram,2014-03-26
2.0.0,mg/d/{1.73_m2},milligram per day per 1.73 square meter,2014-03-26
2.0.0,mmol/(8.h),millimole per 8 hour,2014-03-26
2.0.0,g/m2,grams Per Square Meter,2014-03-26
2.0.0,kg/L,kilogram per liter,2014-03-26
2.0.0,[pwt_tr],pennyweight,2014-03-26
2.0.0,fL/nL,femtoliter / nanoliter,2014-03-26
2.0.0,[rd_us],rod,2014-03-26
2.0.0,kcal/[oz_av],kilocalorie per ounce (US & British),2014-03-26
2.0.0,mg/L{RBCs},milligram per liter of red blood cells,2014-03-26
2.0.0,mm[Hg],millimeter of mercury,2014-03-26
2.0.0,cL,centiliter,2014-03-26
2.0.0,g/L,gram per liter,2014-03-26
2.0.0,U/(24.h),enzyme unit per 24 hour,2014-03-26
2.0.0,10*3,Thousand,2014-03-26
2.0.0,J/L,joule per liter,2014-03-26
2.0.0,mg/{Volume},milligram / Volume,2014-03-26
2.0.0,cm[H2O]/(s.m),centimeter of water column / second * meter,2014-03-26
