version,code,description,release_date
"",RFC,Refill - Complete,
"",OIS,opt-in to personal information or effect sharing via a registry or repository,
"",PDNPPPMNCT,paid non-payee payable prior-period manual count,
"",_ActInvoiceInterGroupCode,ActInvoiceInterGroupCode,
"",ADPPPPMNAT,adjud. payee payable prior-period manual amout,
"",OPTINR,opt-in with restrictions,
"",CANCAPT,cancelled appointment,
"",CACC,certified anatomic pathology and clinical pathology care,
"",AUTO,auto-repeat permission,
"",_ActMonitoringProtocolCode,ActMonitoringProtocolCode,
"",23,prior therapy documented,
"",SBPDELCT,submitted pending electronic count,
"",I,Isolation,
"",FS,Floor stock,
"",_ActGDPRConsentDirective,_ActGDPRConsentDirective,
"",JurisUUI,jurisdictional uncontrolled unclassified information policy,
"",ACPOLPRG,policy or program information access,
"",HIVAIDS,HIV-AIDS program,
"",MANDPOL,mandatory health program,
"",ACLAB,lab test result access,
"",PAPER,paper documentation to follow,
"",DISCMEDLIST,discharge medication list,
"",_ActInformationActionPolicy,_ActInformationActionPolicy,
"",PTNTCARE,Health Care Interaction - Patient Care,
"",MDHHS-5515Part2,Michigan Consent to Share Behavioral Health Information for Care Coordination Purposes-US 42 CFR Part 2,
"",FINBILL,financial,
"",CONT,contract,
"",CCSC,certified colon and rectal surgery care,
"",_ActCoverageTypeCode,ActCoverageTypeCode,
"",HSAPOL,health spending account,
"",CARELIST,care plan,
"",ADNPPPELAT,adjud. non-payee payable prior-period electronic amount,
"",PED,Pediatrics,
"",MENTPOL,mental health policy,
"",EDU,education fees,
"",HIPAAResearchAuthCD,HIPAA Authorization for Disclosure for Research Consent Directive,
"",_ActBillingArrangementCode,ActBillingArrangementCode,
"",CVSC,certified vascular surgery care,
"",ALTC,accredited long term care,
"",CHYP,certified hyperlipidemia care,
"",FLD,field,
"",_ActPharmacySupplyType,ActPharmacySupplyType,
"",HOMECARE,Care Giver Interaction,
"",HIPAAPsyNotes,HIPAA psychotherapy notes,
"",DN,Diner's Club,
"",RESEARCH,research information access,
"",RSDID,de-identified information access,
"",CEPI,certified epilepsy care,
"",CDEP,certified depression care,
"",RSREID,re-identifiable information access,
"",PPO,preferred provider organization policy,
"",18,Leave of Absence,
"",_ActExposureCode,ActExposureCode,
"",IMMUCAT,immunization category,
"",COSC,certified orthopaedic surgery care,
"",AHOC,accredited home care,
"",PersNSI,personal non-sensitive information policy,
"",CAST,certified asthma care,
"",_ActEncounterAccommodationCode,ActEncounterAccommodationCode,
"",ADNFPPMNCT,adjud. nullified prior-period manual count,
"",PDNFSPELAT,paid nullified same-period electronic amount,
"",RFP,Refill - Part Fill,
"",EFORM,electronic form to follow,
"",_ActInvoiceDetailClinicalProductCode,ActInvoiceDetailClinicalProductCode,
"",CPSC,certified plastic surgery care,
"",CONC,certified oncology care,
"",_ActProgramTypeCode,ActProgramTypeCode,
"",ADPPPPELCT,adjud. payee payable prior-period electronic count,
"",CONDLIST,condition list,
"",ACH,Automated Clearing House,
"",CCPC,certified clinical pathology care,
"",MILITARY,military health program,
"",REV,Standard Charge Reversal,
"",ADNFSPELCT,adjud. nullified same-period electronic count,
"",ACIMMUN,immunization access,
"",TBS,trial balance partial strength,
"",CWMA,certified wound management care,
"",AA,adjudicated with adjustments,
"",DEDUCTIBLE,deductible,
"",TB,Trial Balance,
"",PPRD,prior period adjustment,
"",DAY,day,
"",YEAR,year,
"",_ActInformationAccessContextCode,ActInformationAccessContextCode,
"",CPNDSUPING,compound supply invoice group,
"",GOALLIST,goal list,
"",_ActTherapyDurationWorkingListCode,ActTherapyDurationWorkingListCode,
"",PersIP,personal information policy,
"",PSVCCAT,professional service category,
"",OrgPI,organizational public information policy,
"",ADNPSPMNAT,adjud. non-payee payable same-period manual amount,
"",_ActConsentDirective,ActConsentDirective,
"",INFASO,access and save only,
"",6,Prescriber Declined Change,
"",SUBSIDMC,subsidized managed care program,
"",_ActAdjudicationResultActionCode,ActAdjudicationResultActionCode,
"",CCAD,certified coronary artery disease care,
"",DNTL,Dental,
"",IP,In Position,
"",AUTH,Authorized,
"",EDU,education fees,
"",14,Supply Appropriate,
"",PERFEE,periodic fee,
"",_ActObservationVerificationType,act observation verification,
"",AFTHRS,non-normal hours,
"",FF,First Fill,
"",21,authorization confirmed,
"",13,Stopped Concurrent Therapy,
"",OrgUUI,organizational uncontrolled unclassified information policy,
"",AOD,accounting of disclosure,
"",RESTOCK,restocking fee,
"",OPTOUTE,opt-out with exceptions,
"",VR,virtual,
"",ENDRENAL,end renal program,
"",_ActInvoiceDetailGenericCode,ActInvoiceDetailGenericCode,
"",15,Replacement,
"",ACPROV,provider information access,
"",PDNFPPMNAT,paid nullified prior-period manual amount,
"",COVGE,coverage problem,
"",DSC,discount,
"",CDGD,certified digestive/gastrointestinal disorders care,
"",INTIMATE,Intimate Interaction,
"",SBNFELCT,submitted cancelled electronic count,
"",_ActNonObservationIndicationCode,ActNonObservationIndicationCode,
"",_ActPolicyType,ActPolicyType,
"",OPTIN,opt-in,
"",CANPRG,women's cancer detection program,
"",P,Private,
"",PERIOD,period,
"",12,Temporarily Suspended Concurrent Therapy,
"",PDPPPPMNCT,paid payee payable prior-period manual count,
"",CBAR,certified bariatric surgery care,
"",CTBU,certified trauma/burn center care,
"",INFA,information access,
"",AUTOPOL,automobile,
"",HIP,health insurance plan policy,
"",AUTOPOL,automobile,
"",GARN,garnishee,
"",VERBAUTH,verbal authorization,
"",ADPPSPMNAT,adjud. payee payable same-period manual amount,
"",3,Patient Explanation,
"",PDPPSPMNCT,paid payee payable same-period manual count,
"",EMER,emergency,
"",_ActCareProvisionCode,act care provision,
"",GENRL,General,
"",REPSERV,repeated service,
"",COPAYMENT,patient co-pay,
"",HOUSEHLD,Household Interaction,
"",ACALLG,allergy access,
"",IMPLIEDD,implied consent with opportunity to dissent,
"",CRPC,certified radiological physics care,
"",CACS,certified acute coronary syndrome care,
"",CFEL,certified frail elderly care,
"",OrgDEID,organizational de-identified informati)on policy,
"",ACALL,all access,
"",ACSUBSTAB,substance abuse access,
"",SO,Script Owing,
"",TFS,trial fill partial strength,
"",RFS,refill partial strength,
"",_ActConsent,_ActConsent,
"",OrgSP-CUI,organizational specified controlled unclassified information policy,
"",RXCINV,Rx compound invoice,
"",OrgLDS,organizational limited data set information policy,
"",CPNDINDING,compound ingredient invoice group,
"",PDNPPPMNAT,paid non-payee payable prior-period manual amount,
"",OPTOUT,op-out,
"",JurisPI,jurisdictional public information policy,
"",SBPDELAT,submitted pending electronic amount,
"",PRDMX,period maximum,
"",FLEXP,flexible benefit plan policy,
"",PYRDELAY,delayed by a previous payor,
"",CHRON,continuous/chronic,
"",OPTINR,opt-in with restrictions,
"",OOJ,out of jurisdiction,
"",LATE,late invoice,
"",UNITQTY,Unit Quantity,
"",22,appropriate indication or diagnosis,
"",PDNPPPELAT,paid non-payee payable prior-period electronic amount,
"",ANF,adjudicated with adjustments and no financial impact,
"",DRUGPOL,drug policy,
"",SURPL,surplus line insurance policy,
"",PAYOR,payor,
"",_ActInvoiceDetailTaxCode,ActInvoiceDetailTaxCode,
"",_ActInvoiceRootGroupCode,ActInvoiceRootGroupCode,
"",JurisNSI,jurisdictional non-sensitive information policy,
"",FRAMEING,frame invoice group,
"",_ActObservationList,ActObservationList,
"",PersDEID,personal de-identified information policy,
"",HIPAANOPP,HIPAA notice of privacy practices,
"",NOCONSENT,no consent,
"",ADRFSPELAT,adjud. refused same-period electronic amount,
"",CSPT,certified spine treatment care,
"",16,Vacation Supply,
"",CDSSCOMPT,CDS system compartment,
"",DF,Daily Fill,
"",UD,Unit Dose,
"",_ActAdjudicationCode,ActAdjudicationCode,
"",ULIFE,universal life insurance policy,
"",SAFNET,safety net clinic program,
"",RETRO,retro adjustment,
"",SBBLELAT,submitted billed electronic amount,
"",COVMX,coverage maximum,
"",ROIPS,partially specified ROI,
"",NONAC,inpatient non-acute,
"",NOPP,notice of privacy practices,
"",DENTPRG,dental program,
"",HOSPPTNT,Hospital Patient Interaction,
"",PINV,paper invoice,
"",W,Ward,
"",PDNPPPELCT,paid non-payee payable prior-period electronic count,
"",HIPAAConsentCD,HIPAA Consent Directive,
"",URGENT,urgent,
"",CPINV,clinical product invoice,
"",IND01,imaging study requiring contrast,
"",LFEMX,life time maximum,
"",COVPRD,coverage period,
"",_ActCredentialedCareCode,act credentialed care,
"",SP,Semi-private,
"",CURMEDLIST,current medication list,
"",AUTHPOL,authorization policy,
"",GDPRResearchCD,GDPR Research Consent Directive,
"",_ActIncidentCode,ActIncidentCode,
"",42CFRPart2CD,42 CFR Part 2 consent directive,
"",DISEASEPRG,public health program,
"",_ActMedicationTherapyDurationWorkingListCode,act medication therapy duration working list,
"",INFODEIDENTIFIY,deidentify information,
"",ALLCAT,all categories,
"",UMBRL,umbrella liability insurance policy,
"",VRFPAPER,verify paper,
"",CPRC,certified physical medicine and rehabilitation care,
"",ACOBS,common observations access,
"",PDNFPPMNCT,paid nullified prior-period manual count,
"",RISKLIST,risk factors,
"",SCHOOL2,School Interaction,
"",RFCS,refill complete partial strength,
"",INV,investigational,
"",HIRISK,high risk pool program,
"",LABRESULTS,lab results,
"",FFCS,"first fill complete, partial strength",
"",SUBSUPP,subsidized supplemental health program,
"",_ActInformationAccessCode,ActInformationAccessCode,
"",CRIME,crime victim program,
"",FORM,Print on Form,
"",CPGC,certified Ph.D. medical genetics care,
"",_AuthorizationIssueManagementCode,Authorization Issue Management Code,
"",INVOICE,submitted invoice,
"",MARKUP,markup or up-charge,
"",HST,harmonized sales Tax,
"",ADNPSPELAT,adjud. non-payee payable same-period electronic amount,
"",GRANTORCHOICE,grantor choice,
"",_ActGenericConsentDirective,_ActGenericConsentDirective,
"",CSINV,clinical service invoice,
"",_InvoiceElementSubmitted,InvoiceElementSubmitted,
"",JurisCUI,jurisdictional controlled unclassified information policy,
"",WEEK,week,
"",PDPPPPELCT,paid payee payable prior-period electronic count,
"",SAC,special access,
"",FFP,First Fill - Part Fill,
"",20,additional quantity on separate dispense,
"",CPAD,certified parkinsons disease care,
"",PHAR,Pharmaceutical,
"",_ActCredentialedCareProvisionPersonCode,act credentialed care provision peron,
"",DOCUMENT,document,
"",DAY,day,
"",PALL,Palliative,
"",PRDMX,period maximum,
"",INFOREADONLY,read only information,
"",FFCS,"first fill complete, partial strength",
"",DF,Daily Fill,
"",AAMC,accredited ambulatory care,
"",CPYC,certified psychiatry care,
"",PROV,provider,
"",CNEC,certified neurology care,
"",DICAT,diagnostic image category,
"",EAP,employee assistance program,
"",WCBPOL,worker's compensation,
"",MC,Master Card,
"",ADPPPPMNCT,adjud. payee payable prior-period manual count,
"",COGC,certified obstetrics and gynecology care,
"",R,Process Completed,
"",FNLFEE,final fee,
"",RFFS,refill partial strength (first fill this facility),
"",TLIFE,term life insurance policy,
"",CPLYCC,comply with confidentiality code,
"",30525-0,age patient qn definition,
"",OINT,intolerance,
"",DENEXCEP,denominator exceptions,
"",FALLRISK,falls risk assessment instrument task,
"",MISSCOND,conditional element missing,
"",HUAPRV,human approval,
"",CUISP-HLTHP,(CUI//SP-HLTH),
"",HEMOLYSIS,Hemolysis,
"",MSRTOPIC,health quality measure topic type,
"",DOSECOND,dosage-condition alert,
"",PSY,psychiatry disorder information sensitivity,
"",PATLOC,patient location,
"",DNAINT,Drug Non-Allergy Intolerance,
"",FD,food,
"",DIAGLISTREV,diagnosis list review task,
"",LABEL,assign security label,
"",11,Added Concurrent Therapy,
"",BONUS,bonus,
"",PERIOD,period,
"",TRAVEL,travel,
"",S,Suite,
"",DIA,diagnosis information sensitivity,
"",_ActInvoiceElementSummaryCode,ActInvoiceElementSummaryCode,
"",ICTERUS,Icterus,
"",DERMTRNS,transdermal transmission,
"",TIME_RELATIVE,relative time sequence,
"",_ClinicalActionDetectedIssueCode,ClinicalActionDetectedIssueCode,
"",FALG,Food Allergy,
"",SECINTPRVABOBS,security integrity provenance asserted by observation,
"",MONTH,month,
"",_ActSubstanceAdministrationCode,ActSubstanceAdministrationCode,
"",NODUPS,duplicate values are not permitted,
"",MENCAT,mental health category,
"",SPEND,spend down,
"",OrgNSI,organizational non-sensitive information policy,
"",MSRPOPLEX,measure population exclusions,
"",KEY205,Duplicate key identifier,
"",GUIDE,guidance,
"",USE,notice of use,
"",PDNPSPELCT,paid non-payee payable same-period electronic count,
"",ESA,extraordinary service assessment,
"",EWB,employee welfare benefit plan policy,
"",ACADR,adverse drug reaction access,
"",DECLASSIFYLABEL,declassify security label,
"",LABCAT,lab test category,
"",UPC,Universal Product Code,
"",OOC,opt-out of personal information or effect collection in a registry or repository,
"",DRGIS,drug information sensitivity,
"",COVPOL,benefit policy,
"",ADNPPPELCT,adjud. non-payee payable prior-period electronic count,
"",INTOLIST,intolerance list,
"",HLTHCARE,Health Care Interaction - Not Patient Care,
"",SPT,Sporting Accident,
"",COGN,cognitive disability information sensitivity,
"",ACCESSCONSCHEME,access control scheme,
"",FOODTRNS,food-borne transmission,
"",OBSOLETE,obsolete record returned,
"",CUIMark,CUI Mark,
"",GISTIER,GIS tier,
"",LEN_RANGE,length out of range,
"",Title38Section7332,Title 38 Section 7332,
"",CAREGAP,Caregap,
"",DEMOCAT,demographics category,
"",PDNFSPMNAT,paid nullified same-period manual amount,
"",SBNFELAT,submitted nullified electronic amount,
"",EHCPOL,extended healthcare,
"",CASESER,case seriousness criteria,
"",MAXOCCURS,repetitions above maximum,
"",PROBLISTE,problem list entry task,
"",DOSEDURHIND,Dose-Duration High for Indication Alert,
"",PRE,Pre-Dilution,
"",MSRADJ,risk adjustment,
"",DRG,Drug Interaction Alert,
"",_IndividualCaseSafetyReportType,Individual Case Safety Report Type,
"",NOPERSIST,element will not be persisted,
"",TRAN,transaction fee,
"",_ActInvoiceAdjudicationPaymentSummaryCode,ActInvoiceAdjudicationPaymentSummaryCode,
"",PDNFSPMNCT,paid nullified same-period manual count,
"",BH,behavioral health information sensitivity,
"",ARTBLD,ActSpecObsArtBldCode,
"",FINALDT,finalized date/time,
"",REMLREV,reminder list review,
"",CFWD,carry forward adjusment,
"",DEFB,Defibrination,
"",_ActInformationSensitivityPolicy,ActInformationSensitivityPolicy,
"",DEF,definition,
"",MSRJUR,jurisdiction,
"",DISDX,discharge diagnosis,
"",LDLP,LDL Precipitation,
"",MH,mental health information sensitivity,
"",TOOSOON,Refill Too Soon Alert,
"",_RoleInformationSensitivityPolicy,RoleInformationSensitivityPolicy,
"",CPLYPOL,comply with policy,
"",REDACT,redact,
"",PRDING,product invoice group,
"",INFOREIDENTIFY,reidentify information,
"",DOSELINDSA,Low Dose for Height/Surface Area Alert,
"",PrivacyMark,privacy mark,
"",ALLERLE,allergy list entry,
"",DX,ObservationDiagnosisTypes,
"",SPLSHAPE,shape,
"",LEN_LONG,length is too long,
"",MINFREQ,too soon within frequency based on the usage,
"",OBSANTV,antigen validity,
"",MEDCCAT,medical condition category,
"",NEUT,Neutralization,
"",WELLREMLREV,wellness reminder list review,
"",DOSELINDA,Low Dose for Age Alert,
"",LIVARG,living arrangement information sensitivity,
"",STRAN,specimen in transit,
"",PROA,professional association deduction,
"",SENDAPP,sending application,
"",CONT,contract,
"",_ActInvoiceGroupCode,ActInvoiceGroupCode,
"",ADNFPPMNAT,adjud. nullified prior-period manual amount,
"",INFOCOLLECT,collect information,
"",REF,reference,
"",_PreferenceObservationType,_PreferenceObservationType,
"",DUPTHPGEN,duplicate generic alert,
"",ADRFSPMNCT,adjud. refused same-period manual count,
"",VET,veteran health program,
"",PROBLISTREV,problem list review task,
"",SPLIMAGE,image,
"",DENOM,denominator,
"",HIPAAROA,HIPAA Right of Access,
"",NODSCLCD,no disclosure without consent directive,
"",ADPPSPELCT,adjud. payee payable same-period electronic count,
"",ACMED,medication access,
"",ENCRYPT,encrypt,
"",DILUTION,ActSpecObsDilutionCode,
"",DOSEDURLIND,Dose-Duration Low for Indication Alert,
"",CONTROLLED,CONTROLLED,
"",DOSEIVLIND,Dose-Interval for Indication Alert,
"",_AppropriatenessDetectedIssueCode,AppropriatenessDetectedIssueCode,
"",GDPRCD,GDPR Consent Directive,
"",_ActProductAcquisitionCode,ActProductAcquisitionCode,
"",EINT,Environmental Intolerance,
"",CREACT,common reaction alert,
"",PAINV,preferred accommodation invoice,
"",CONSUMPTION,Consumption Volume,
"",_PatientImmunizationRelatedObservationType,PatientImmunizationRelatedObservationType,
"",ALRTENDLATE,end too late alert,
"",UNSPSC,United Nations Standard Products and Services Classification,
"",TRNSFTRNS,transfusion transmission,
"",REACT,Reaction Alert,
"",CTLSUB,Controlled Substance,
"",POS,point of service policy,
"",RETRO,retro adjustment,
"",ADNFPPELAT,adjud. nullified prior-period electronic amount,
"",PDNFSPELCT,paid nullified same-period electronic count,
"",IND05,pregnancy prophylaxis,
"",_ActUSPrivacyConsentDirective,_ActUSPrivacyConsentDirective,
"",MDHHS-5515MMHC,Michigan Consent to Share Behavioral Health Information for Care Coordination Purposes-Michigan Mental Health Code,
"",RestrictedConfidentialityMark,restricted confidentiality mark,
"",INVTYPE,invoice type,
"",DOWNGRDLABEL,downgrade security label,
"",CURRENT,Current Volume,
"",INDTRNS,indeterminate disease transmission mode,
"",TEACHER,teacher,
"",PROCESSINLINELABEL,process inline security label,
"",SECINTOBS,security integrity observation,
"",PATEDUE,patient education entry,
"",PATREPE,pathology report entry task,
"",_CaseTransmissionMode,case transmission mode,
"",MSRRPTR,reporter type,
"",HOSPVSTR,Hospital Visitor Interaction,
"",_ActDecision,_ActDecision,
"",ORCON,no disclosure without originator authorization,
"",SREC,specimen received,
"",_ActTransportationModeCode,ActTransportationModeCode,
"",_ActPatientAnnotationType,ActPatientAnnotationType,
"",MSRRPTTIME,timeframe for reporting,
"",ENDLATE,End Too Late Alert,
"",FINT,Food Intolerance,
"",DOSELINDA,Low Dose for Age Alert,
"",CUI,CUI,
"",_ActSpecimenTreatmentCode,ActSpecimenTreatmentCode,
"",30972-4,age at onset of adverse event,
"",DRUG,Drug therapy,
"",REP_RANGE,repetitions out of range,
"",ALK,Alkalization,
"",MEDOE,medication order entry task,
"",CLINNOTEREV,clinical note review task,
"",MICROSENSRREV,microbiology sensitivity test results review task,
"",PLACTRNS,transplacental transmission,
"",MSRIMPROV,health quality measure improvement notation,
"",COMPLY,Compliance Alert,
"",DOSEDUR,Dose-Duration Alert,
"",_ActInvoiceDetailPreferredAccommodationCode,ActInvoiceDetailPreferredAccommodationCode,
"",_ActInvoiceDetailGenericModifierCode,ActInvoiceDetailGenericModifierCode,
"",RADREPE,radiology report entry task,
"",EMAUTH,emergency authorization override,
"",INVOICE,submitted invoice,
"",FININV,financial invoice,
"",OOS,opt-out of personal information or effect sharing via a registry or repository,
"",ALLERLREV,allergy list review,
"",PST,provincial/state sales tax,
"",IND02,colonoscopy prep,
"",_InformationSensitivityPolicy,InformationSensitivityPolicy,
"",NOPAT,"no disclosure to patient, family or caregivers without attending provider's authorization",
"",TRSTACCRD,trust accreditation,
"",LP,low protein,
"",5,Consulted Prescriber,
"",INFCRT,only on court order,
"",UPGRDLABEL,upgrade security label,
"",SALE,Sale,
"",SOCIAL2,Social/Extended Family Interaction,
"",HSAPOL,health spending account,
"",JurisSP-CUI,jurisdictional specified controlled unclassified information policy,
"",ControlledUnclassifiedInformation,ControlledUnclassifiedInformation,
"",ADRFSPELCT,adjud. refused same-period electronic count,
"",_ActPrivacyLaw,ActPrivacyLaw,
"",PSYTHPN,psychotherapy note information sensitivity,
"",COPYMark,copy of original mark,
