version,code,description,release_date
4.3.0,%{BasalActivity},percent BasalActivity,2022-05-28
4.3.0,/cm[H2O],per centimeter of water,2022-05-28
4.3.0,%{uptake},percent uptake,2022-05-28
4.3.0,10*3/uL,Thousands Per MicroLiter,2022-05-28
4.3.0,/{oif},per oif,2022-05-28
4.3.0,%{Activity},percent Activity,2022-05-28
4.3.0,10*6.U,(the number ten for arbitrary powers ^ 6) * Unit,2022-05-28
4.3.0,%{Hemoglobin},percent Hemoglobin,2022-05-28
4.3.0,/d,per day,2022-05-28
4.3.0,10*6/uL,million per microliter,2022-05-28
4.3.0,%{aggregation},percent aggregation,2022-05-28
4.3.0,%{baseline},percent of baseline,2022-05-28
4.3.0,%{residual},percent residual,2022-05-28
4.3.0,%{index},percent index,2022-05-28
4.3.0,%{response},percent response,2022-05-28
4.3.0,/100{Spermatozoa},Per100Spermatozoa,2022-05-28
4.3.0,/100{WBC},Per100WBC,2022-05-28
4.3.0,/[HPF],per high power field,2022-05-28
4.3.0,10*12/L,trillion per liter,2022-05-28
4.3.0,%{ofBacteria},percent ofBacteria,2022-05-28
4.3.0,%{positive},percent positive,2022-05-28
4.3.0,/dL,per deciliter,2022-05-28
4.3.0,%{activity},percent activity,2022-05-28
4.3.0,/100{neutrophils},per 100 neutrophils,2022-05-28
4.3.0,10*3{Copies}/mL,Thousand Copies Per MilliLiter,2022-05-28
4.3.0,/[arb'U],per arbitrary unit,2022-05-28
4.3.0,%{EosSeen},percent EosSeen,2022-05-28
4.3.0,%{cells},percent of cells,2022-05-28
4.3.0,10*6/kg,million per kilogram,2022-05-28
4.3.0,/[LPF],per low power field,2022-05-28
4.3.0,%{Abnormal},percent Abnormal,2022-05-28
4.3.0,%{Total},percent Total,2022-05-28
4.3.0,10*6/(24.h),million per 24 hour,2022-05-28
4.3.0,10*9/uL,billion per microliter,2022-05-28
4.3.0,%{Reactivity},percent Reactivity,2022-05-28
4.3.0,%{vol},VolumePercent,2022-05-28
4.3.0,%{Bound},PercentBound,2022-05-28
4.3.0,/kg{body_wt},per kilogram of body weight,2022-05-28
4.3.0,/g{tot'prot},per gram tot'prot,2022-05-28
4.3.0,%{penetration},percent penetration,2022-05-28
4.3.0,/uL,per microliter,2022-05-28
4.3.0,/10*12{rbc},PerTrillionRedBloodCells,2022-05-28
4.3.0,/m2,per square meter,2022-05-28
4.3.0,/mmol,per millimole,2022-05-28
4.3.0,/mo,per month,2022-05-28
4.3.0,%{FetalErythrocytes},percent FetalErythrocytes,2022-05-28
4.3.0,10*3/L,Thousand Per Liter,2022-05-28
4.3.0,/10*12{RBCs},per trillion red blood cells,2022-05-28
4.3.0,%{Blockade},percent Blockade,2022-05-28
4.3.0,10*6.[IU],million international unit,2022-05-28
4.3.0,10*6.eq/mL,MillionEquivalentsPerMilliLiter,2022-05-28
4.3.0,10*6/{Specimen},MillionPerSpecimen,2022-05-28
4.3.0,%{bound},percent bound,2022-05-28
4.3.0,/kg,per kilogram,2022-05-28
4.3.0,/mmol{creat},per millimole of creatinine,2022-05-28
4.3.0,%{normal_pooled_plasma},percent normal pooled plasma,2022-05-28
4.3.0,10*6/mm3,(the number ten for arbitrary powers ^ 6) / (millimeter ^ 3),2022-05-28
4.3.0,%/100{WBC},percent / 100 WBC,2022-05-28
4.3.0,%{total},percent total,2022-05-28
4.3.0,10*3{RBCs},thousand red blood cells,2022-05-28
4.3.0,10.L/(min.m2),10 liter per minute per square meter,2022-05-28
4.3.0,%{Tot'Cholesterol},percent Tot'Cholesterol,2022-05-28
4.3.0,/g{Hb},per gram of hemoglobin,2022-05-28
4.3.0,10.uN.s/(cm.m2),10 * microNewton * second / centimeter * (meter ^ 2),2022-05-28
4.3.0,%{Carboxyhemoglobin},percent Carboxyhemoglobin,2022-05-28
4.3.0,%{Conversion},percent Conversion,2022-05-28
4.3.0,/10*12,PerTrillion,2022-05-28
4.3.0,/min,per minute,2022-05-28
4.3.0,/m3,per cubic meter,2022-05-28
4.3.0,%{blocked},percent blocked,2022-05-28
4.3.0,%{Index},percent Index,2022-05-28
4.3.0,/{Entity},per Entity,2022-05-28
4.3.0,/{entity},per entity,2022-05-28
4.3.0,%{Positive},percent Positive,2022-05-28
4.3.0,/g{tot_prot},per gram of total protein,2022-05-28
4.3.0,%{Precipitate},percent Precipitate,2022-05-28
4.3.0,10*9/mL,billion per milliliter,2022-05-28
4.3.0,1/min,one per minute,2022-05-28
4.3.0,10*8,TenToEighth,2022-05-28
4.3.0,%{recovery},percent recovery,2022-05-28
4.3.0,/g{wet'tis},per gram wet'tis,2022-05-28
4.3.0,10*6,Million,2022-05-28
4.3.0,/U,per enzyme unit,2022-05-28
4.3.0,%{abnormal},percent abnormal,2022-05-28
4.3.0,/100,per 100,2022-05-28
4.3.0,%{reference},percent reference,2022-05-28
4.3.0,%{risk},percent risk,2022-05-28
4.3.0,/g,per gram,2022-05-28
4.3.0,10*5,OneHundredThousand,2022-05-28
4.3.0,/mm,per millimeter,2022-05-28
4.3.0,/a,/ year,2022-05-28
4.3.0,10*3/mL,Thousand Per MilliLiter,2022-05-28
4.3.0,%{Tot'Hgb},percent Tot'Hgb,2022-05-28
4.3.0,/100{spermatozoa},per 100 spermatozoa,2022-05-28
4.3.0,%{breakdown},percent breakdown,2022-05-28
4.3.0,10*4/uL,10 thousand per microliter,2022-05-28
4.3.0,/[iU],per international unit,2022-05-28
4.3.0,%{Uptake},percent Uptake,2022-05-28
4.3.0,/100{WBCs},Per100WBC,2022-05-28
4.3.0,10*6.[CFU]/L,million colony forming unit per liter,2022-05-28
4.3.0,/10*10,PerTenGiga,2022-05-28
4.3.0,10*-3{Polarization'U},(the number ten for arbitrary powers ^ -3) Polarization'U,2022-05-28
4.3.0,%{TotalProtein},percent TotalProtein,2022-05-28
4.3.0,%{at_60_min},percent at 60 minute,2022-05-28
4.3.0,%{dose},percent dose,2022-05-28
4.3.0,/g{creat},per gram creat,2022-05-28
4.3.0,%{excretion},percent excretion,2022-05-28
4.3.0,%{relative},relative percent,2022-05-28
4.3.0,%{saturation},percent saturation,2022-05-28
4.3.0,%{0to3Hours},percent 0to3Hours,2022-05-28
4.3.0,/mm3,per cubic millimeter,2022-05-28
4.3.0,10*-6{Immunofluorescence'U},(the number ten for arbitrary powers ^ -6) Immunofluorescence'U,2022-05-28
4.3.0,/mL,per milliliter,2022-05-28
4.3.0,%{deficient},percent deficient,2022-05-28
4.3.0,/g{wet_tis},per gram of wet tissue,2022-05-28
4.3.0,10*9/L,billion per liter,2022-05-28
4.3.0,%{HemoglobinSaturation},percent HemoglobinSaturation,2022-05-28
4.3.0,10*3{copies}/mL,thousand copies per milliliter,2022-05-28
4.3.0,/{Specimen},per Specimen,2022-05-28
4.3.0,%{hemolysis},percent hemolysis,2022-05-28
4.3.0,g/(6.h),gram per 6 hour,2022-05-28
4.3.0,B[V],bel volt,2022-05-28
4.3.0,U/kg{Hb},enzyme unit per kilogram of hemoglobin,2022-05-28
4.3.0,m/s2,meter per square second,2022-05-28
4.3.0,[Btu_m],mean British thermal unit,2022-05-28
4.3.0,[ppm],part per million,2022-05-28
4.3.0,fmol/L,femtomole per liter,2022-05-28
4.3.0,B[uV],bel microvolt,2022-05-28
4.3.0,[lcwt_av],long hunderdweight British hundredweight,2022-05-28
4.3.0,g.m/{H.B.},gram meter per heartbeat,2022-05-28
4.3.0,U/10*10{cells},enzyme unit per 10 billion cells,2022-05-28
4.3.0,U/g,enzyme unit per gram,2022-05-28
4.3.0,Bq,Becquerel,2022-05-28
4.3.0,[ch_br],Gunter's chain,2022-05-28
4.3.0,erg,erg,2022-05-28
4.3.0,g{total_prot},gram of total protein,2022-05-28
4.3.0,kcal/[oz_av],kilocalorie per ounce (US & British),2022-05-28
4.3.0,[qt_us],quart,2022-05-28
4.3.0,U/L,enzyme unit per liter,2022-05-28
4.3.0,eq/mmol,equivalents / millimole,2022-05-28
4.3.0,[min_br],minim,2022-05-28
4.3.0,U{G},G unit,2022-05-28
4.3.0,[MET],metabolic equivalent,2022-05-28
4.3.0,g/(12.h),gram per 12 hour,2022-05-28
4.3.0,kg{wet'tis},kilogram of wet tissue,2022-05-28
4.3.0,[Cal],nutrition label Calories,2022-05-28
4.3.0,[ppth],parts per thousand,2022-05-28
4.3.0,g/kg/h,gram per kilogram per hour,2022-05-28
4.3.0,T,Tesla,2022-05-28
4.3.0,cm[H2O]/L/s,centimeter of water per liter per second,2022-05-28
4.3.0,m2,square meter,2022-05-28
4.3.0,mCi,milliCurie,2022-05-28
4.3.0,J/L,joule per liter,2022-05-28
4.3.0,kPa,kiloPascal,2022-05-28
4.3.0,mL/(6.h),milliliter per 6 hour,2022-05-28
4.3.0,[IU]/g,international unit per gram,2022-05-28
4.3.0,cm3,cubic centimeter,2022-05-28
4.3.0,g/h/m2,gram per hour per square meter,2022-05-28
4.3.0,mL/(10.h),milliliter per 10 hour,2022-05-28
4.3.0,F,Farad,2022-05-28
4.3.0,U/(10.g){feces},enzyme unit per 10 gram of feces,2022-05-28
4.3.0,[drp]/[HPF],drop / HPF,2022-05-28
4.3.0,eq/L,equivalents / liter,2022-05-28
4.3.0,gon,gon grade,2022-05-28
4.3.0,g{total_nit},gram of total nitrogen,2022-05-28
4.3.0,[smgy'U],Somogyi unit,2022-05-28
4.3.0,Gal,Gal,2022-05-28
4.3.0,U{37Cel}/L,enzyme unit per liter at 37 deg Celsius,2022-05-28
4.3.0,V,volt,2022-05-28
4.3.0,atm,standard atmosphere,2022-05-28
4.3.0,m/s,meter per second,2022-05-28
4.3.0,[pwt_tr],pennyweight,2022-05-28
4.3.0,[stone_av],stone British stone,2022-05-28
4.3.0,cg,centigram,2022-05-28
4.3.0,eV,electronvolt,2022-05-28
4.3.0,k[IU]/mL,kilo international unit per milliliter,2022-05-28
4.3.0,[smoot],Smoot,2022-05-28
4.3.0,St,Stokes,2022-05-28
4.3.0,[IU]/min,international unit per minute,2022-05-28
4.3.0,Ky,Kayser,2022-05-28
4.3.0,[IU]/kg,international unit per kilogram,2022-05-28
4.3.0,[car_Au],carat of gold alloys,2022-05-28
4.3.0,[ston_av],short ton U.S. ton,2022-05-28
4.3.0,mL/(72.h),milliliter per 72 hour,2022-05-28
4.3.0,[GPL'U],IgG anticardiolipin unit,2022-05-28
4.3.0,[lb_ap],pound,2022-05-28
4.3.0,cL,centiliter,2022-05-28
4.3.0,[bdsk'U],Bodansky unit,2022-05-28
4.3.0,Ms,megasecond,2022-05-28
4.3.0,bar,bar,2022-05-28
4.3.0,[hp_Q],HOMEOPATHIC POTENCY OF QUINTAMILLESIMAL SERIES,2022-05-28
4.3.0,[lbf_av],pound force,2022-05-28
4.3.0,g/(8.h),gram / 8 * hour,2022-05-28
4.3.0,A/m,Amp???re / meter,2022-05-28
4.3.0,[gil_br],gill,2022-05-28
4.3.0,[hnsf'U],Hounsfield unit,2022-05-28
4.3.0,g.m/{beat},gram meter per heart beat,2022-05-28
4.3.0,N,Newton,2022-05-28
4.3.0,bit_s,bit,2022-05-28
4.3.0,[CCID_50],CELL CULTURE INFECTIOUS DOSE 50%,2022-05-28
4.3.0,cm2/s,square centimeter per second,2022-05-28
4.3.0,[sc_ap],scruple,2022-05-28
4.3.0,mL/(kg.min),milliliter / kilogram * minute,2022-05-28
4.3.0,W,Watt,2022-05-28
4.3.0,[ka'U],King Armstrong unit,2022-05-28
4.3.0,[pk_us],peck,2022-05-28
4.3.0,g/L,gram per liter,2022-05-28
4.3.0,[CFU]/L,colony forming unit per liter,2022-05-28
4.3.0,g/cm3,gram per cubic centimeter,2022-05-28
4.3.0,[GPL'U]/mL,IgG anticardiolipin unit per milliliter**,2022-05-28
4.3.0,cm2,square centimeter,2022-05-28
4.3.0,g/{total_output},gram per total output,2022-05-28
4.3.0,B[kW],bel kilowatt,2022-05-28
4.3.0,Ao,???ngstr???m,2022-05-28
4.3.0,10^,the number ten for arbitrary powers,2022-05-28
4.3.0,[IU]/L{37Cel},international unit per liter at 37 degrees Celsius,2022-05-28
4.3.0,MBq,megaBecquerel,2022-05-28
4.3.0,U/(1.h),enzyme Unit per 1 hour,2022-05-28
4.3.0,[IU]/d,international unit per day,2022-05-28
4.3.0,[gr],grain,2022-05-28
4.3.0,dm,decimeter,2022-05-28
4.3.0,mL,milliliter,2022-05-28
4.3.0,Ohm.m,Ohm meter,2022-05-28
4.3.0,fL/nL,femtoliter / nanoliter,2022-05-28
4.3.0,[gal_br],gallon,2022-05-28
4.3.0,RAD,radiation absorbed dose,2022-05-28
4.3.0,U/dL,enzyme unit per deciliter,2022-05-28
4.3.0,[IU]/kg/d,international unit per kilogram per day,2022-05-28
4.3.0,[yd_us],yard,2022-05-28
4.3.0,bit,bit,2022-05-28
4.3.0,kg/min,kilogram / minute,2022-05-28
4.3.0,g/d,gram per day,2022-05-28
4.3.0,U/10,enzyme unit per 10,2022-05-28
4.3.0,[drp]/s,drop / second,2022-05-28
4.3.0,[tsp_us],teaspoon,2022-05-28
4.3.0,g.m,gram * meter,2022-05-28
4.3.0,cm[H2O]/(s.m),centimeter of water column / second * meter,2022-05-28
4.3.0,N.cm,Newton centimeter,2022-05-28
4.3.0,[PFU],PLAQUE-FORMING UNITS,2022-05-28
4.3.0,[fdr_us],fluid dram,2022-05-28
4.3.0,kU,kilo enzyme unit,2022-05-28
4.3.0,R,Roentgen,2022-05-28
4.3.0,[p'diop],prism diopter,2022-05-28
4.3.0,S,Siemens,2022-05-28
4.3.0,g/g,gram per gram,2022-05-28
4.3.0,fmol/mg{cytosol_protein},femtomole per milligram of cytosol protein,2022-05-28
4.3.0,[sin_i],square inch (international),2022-05-28
4.3.0,g{creat},gram of creatinine,2022-05-28
4.3.0,[PNU],PROTEIN NITROGEN UNITS,2022-05-28
4.3.0,[drp]/mL,drop / milliliter,2022-05-28
4.3.0,dL,deciliter,2022-05-28
4.3.0,Bi,Biot,2022-05-28
4.3.0,[h],Planck constant,2022-05-28
4.3.0,[pi],the number pi,2022-05-28
4.3.0,dyn.s/(cm.m2),dyne second per centimeter per square meter,2022-05-28
4.3.0,eq,equivalents,2022-05-28
4.3.0,kL,kiloliter,2022-05-28
4.3.0,kg.m/s,kilogram meter per second,2022-05-28
4.3.0,mL/(8.h),milliliter per 8 hour,2022-05-28
4.3.0,C,Coulomb,2022-05-28
4.3.0,U/g{Cre},Unit / gram Cre,2022-05-28
4.3.0,[pt_us],pint,2022-05-28
4.3.0,[smi_us],square mile,2022-05-28
4.3.0,[IU]/g{Hb},international unit per gram of hemoglobin,2022-05-28
4.3.0,lx,lux,2022-05-28
4.3.0,B[SPL],bel sound pressure,2022-05-28
4.3.0,[IU],international unit,2022-05-28
4.3.0,[e],elementary charge,2022-05-28
4.3.0,ar,are,2022-05-28
4.3.0,kU/h,kiloUnit / hour,2022-05-28
4.3.0,Gy,Gray,2022-05-28
4.3.0,[arb'U]/L,arbitary unit / liter,2022-05-28
4.3.0,kU/g,kiloenzyme Unit per gram,2022-05-28
4.3.0,g/{TotalWeight},gram / TotalWeight,2022-05-28
4.3.0,[cin_i],cubic inch,2022-05-28
4.3.0,[IU]/mL,international unit per milliliter,2022-05-28
4.3.0,[iU]/L,InternationalUnitsPerLiter,2022-05-28
4.3.0,[ppb],part per billion,2022-05-28
4.3.0,[dr_ap],dram drachm,2022-05-28
4.3.0,g/(24.h),gram per 24 hour,2022-05-28
4.3.0,24.h,24 hour,2022-05-28
4.3.0,[min_us],minim,2022-05-28
4.3.0,[ppm]{v/v},part per million in volume per volume,2022-05-28
4.3.0,[mi_us],mile,2022-05-28
4.3.0,[cicero],cicero Didot's pica,2022-05-28
4.3.0,kg/h,kilogram per hour,2022-05-28
4.3.0,g/{total_weight},gram per total weight,2022-05-28
4.3.0,[BAU],bioequivalent allergen unit,2022-05-28
4.3.0,U/kg/h,Unit / kilogram / hour,2022-05-28
4.3.0,[diop],diopter,2022-05-28
4.3.0,10.uN.s/cm2,10 * microNewton * second / (centimeter ^ 2),2022-05-28
4.3.0,cal,calorie,2022-05-28
4.3.0,[dye'U],Dye unit,2022-05-28
4.3.0,kcal,kilocalorie,2022-05-28
4.3.0,[eps_0],permittivity of vacuum,2022-05-28
4.3.0,cm[H2O],centimeter of water,2022-05-28
4.3.0,att,technical atmosphere,2022-05-28
4.3.0,k[IU]/L,kilo international unit per liter,2022-05-28
4.3.0,[oz_av],ounce (US and British),2022-05-28
4.3.0,fmol/mg,femtomole / milligram,2022-05-28
4.3.0,g/mL,gram per milliliter,2022-05-28
4.3.0,G,Gauss,2022-05-28
4.3.0,Mx,Maxwell,2022-05-28
4.3.0,[bbl_us],barrel,2022-05-28
4.3.0,U/g{Hb},enzyme unit per gram of hemoglobin,2022-05-28
4.3.0,U/d,enzyme unit per day,2022-05-28
4.3.0,U/s,enzyme unit per second,2022-05-28
4.3.0,[dqt_us],dry quart,2022-05-28
4.3.0,[LPF],low power field,2022-05-28
4.3.0,kU/L,kiloenzyme Unit per liter,2022-05-28
4.3.0,U/h,enzyme unit per hour,2022-05-28
4.3.0,h,hour,2022-05-28
4.3.0,L/min,liter per minute,2022-05-28
4.3.0,[IU]/dL,international unit per deciliter,2022-05-28
4.3.0,mL/(2.h),milliliter per 2 hour,2022-05-28
4.3.0,kg/(s.m2),kilogram per second per square meter,2022-05-28
4.3.0,mL/(12.h),milliliter per 12 hour,2022-05-28
4.3.0,[twp],township,2022-05-28
4.3.0,dyn.s/cm,dyne second per centimeter,2022-05-28
4.3.0,[todd'U],Todd unit,2022-05-28
4.3.0,kat/L,katal / liter,2022-05-28
4.3.0,B[W],bel watt,2022-05-28
4.3.0,H,Henry,2022-05-28
4.3.0,[lb_av],pound (US and British),2022-05-28
4.3.0,L/(8.h),liter per 8 hour,2022-05-28
4.3.0,L/s,liter / second,2022-05-28
4.3.0,[IU]/(24.h),international unit per 24 hour,2022-05-28
4.3.0,[arb'U]/mL,arbitrary unit per milliliter,2022-05-28
4.3.0,[pca],pica,2022-05-28
4.3.0,g,gram,2022-05-28
4.3.0,U/min,enzyme unit per minute,2022-05-28
4.3.0,mL/L,milliliter per liter,2022-05-28
4.3.0,[AU],allergy unit,2022-05-28
4.3.0,[rd_us],rod,2022-05-28
4.3.0,m,meter,2022-05-28
4.3.0,[bu_br],bushel,2022-05-28
4.3.0,[mesh_i],mesh,2022-05-28
4.3.0,[drp]/h,drop / hour,2022-05-28
4.3.0,dB,decibel,2022-05-28
4.3.0,m2/s,square meter per second,2022-05-28
4.3.0,U/10*10,enzyme unit per 10 billion,2022-05-28
4.3.0,[hp_X],HOMEOPATHIC POTENCY OF DECIMAL SERIES,2022-05-28
4.3.0,fL,femtoliter,2022-05-28
4.3.0,K,Kelvin,2022-05-28
4.3.0,U/g{creat},enzyme unit per gram of creatinine,2022-05-28
4.3.0,[in_i'H2O],inch (international) of water,2022-05-28
4.3.0,d,day,2022-05-28
4.3.0,[iU]/g,InternationalUnitsPerGram,2022-05-28
4.3.0,g/h,gram per hour,2022-05-28
4.3.0,B[mV],bel millivolt,2022-05-28
4.3.0,[Lf],LIMIT OF FLOCCULATION,2022-05-28
4.3.0,[drp]/min,drop / minute,2022-05-28
4.3.0,B,bel,2022-05-28
4.3.0,U/mL,enzyme unit per milliliter,2022-05-28
4.3.0,[Btu],British thermal unit,2022-05-28
4.3.0,[hp_M],HOMEOPATHIC POTENCY OF MILLESIMAL SERIES,2022-05-28
4.3.0,U/10*9,enzyme unit per billion,2022-05-28
4.3.0,[acr_br],acre,2022-05-28
4.3.0,[bu_us],bushel,2022-05-28
4.3.0,cSt,centiStokes,2022-05-28
4.3.0,dg,decigram,2022-05-28
4.3.0,Ohm,Ohm,2022-05-28
4.3.0,[lb_tr],pound,2022-05-28
4.3.0,Np,neper,2022-05-28
4.3.0,[kn_i],knot,2022-05-28
4.3.0,[ft_us],foot,2022-05-28
4.3.0,b,barn,2022-05-28
4.3.0,U/mmol{creat},enzyme unit per millimole of creatinine,2022-05-28
4.3.0,[pH],pH,2022-05-28
4.3.0,g/g{globulin},gram per gram of globulin,2022-05-28
4.3.0,[iU],international unit,2022-05-28
4.3.0,[tb'U],tuberculin unit,2022-05-28
4.3.0,[crd_us],cord,2022-05-28
4.3.0,fmol/mL,femtomole / milliliter,2022-05-28
4.3.0,[mclg'U],Mac Lagan unit,2022-05-28
4.3.0,g/g{tissue},gram per gram of tissue,2022-05-28
4.3.0,g/{specimen},gram per specimen,2022-05-28
4.3.0,ag/{cell},attogram per cell,2022-05-28
4.3.0,deg/s,degree per second,2022-05-28
4.3.0,[HPF],high power field,2022-05-28
4.3.0,[car_m],metric carat,2022-05-28
4.3.0,[yd_i],yard,2022-05-28
4.3.0,kcal/d,kilocalorie per day,2022-05-28
4.3.0,Bd,baud,2022-05-28
4.3.0,[iU]/dL,InternationalUnitsPerDeciLiter,2022-05-28
4.3.0,mL/(4.h),milliliter per 4 hour,2022-05-28
4.3.0,[TCID_50],TISSUE CULTURE INFECTIOUS DOSE 50%,2022-05-28
4.3.0,[m_p],proton mass,2022-05-28
4.3.0,[mi_i],statute mile,2022-05-28
4.3.0,[acr_us],acre,2022-05-28
4.3.0,[dr_av],Dram (US and British),2022-05-28
4.3.0,a_g,mean Gregorian year,2022-05-28
4.3.0,daL/min/m2,dekaliter per minute per square meter,2022-05-28
4.3.0,g/(8.kg.h),gram / 8 * kilogram * hour,2022-05-28
4.3.0,By,byte,2022-05-28
4.3.0,[cyd_i],cubic yard,2022-05-28
4.3.0,g/(48.h),gram per 48 hour,2022-05-28
4.3.0,[USP'U],UNITED STATES PHARMACOPEIA UNIT,2022-05-28
4.3.0,cal_[15],calorie at 15 ???C,2022-05-28
4.3.0,[beth'U],Bethesda unit,2022-05-28
4.3.0,U/g{Hgb},UnitsPerGramHemoglobin,2022-05-28
4.3.0,U/g{hemoglobin},enzyme Unit per gram of hemoglobin,2022-05-28
4.3.0,[CFU]/mL,colony forming unit per milliliter,2022-05-28
4.3.0,[degF],degree Fahrenheit,2022-05-28
4.3.0,[mil_us],mil,2022-05-28
4.3.0,kat,katal,2022-05-28
4.3.0,kcal/h,kilocalorie per hour,2022-05-28
4.3.0,[MPL'U],IgM anticardiolipin unit,2022-05-28
4.3.0,[gal_us],Queen Anne's wine gallon,2022-05-28
4.3.0,[pca_pr],Printer's pica,2022-05-28
4.3.0,cal_IT,international table calorie,2022-05-28
4.3.0,g.m/({hb}.m2),gram * meter / hb * (meter ^ 2),2022-05-28
4.3.0,k[iU]/mL,KiloInternationalUnitsPerMilliLiter,2022-05-28
4.3.0,L.s2/s,liter * (second ^ 2) / second,2022-05-28
4.3.0,g/m2,grams Per Square Meter,2022-05-28
4.3.0,[CFU],colony forming unit,2022-05-28
4.3.0,[iU]/kg,InternationalUnitsPerKilogram,2022-05-28
4.3.0,[pptr],part per trillion,2022-05-28
4.3.0,[Btu_th],thermochemical British thermal unit,2022-05-28
4.3.0,[PRU],peripheral vascular resistance unit,2022-05-28
4.3.0,gf,gram-force,2022-05-28
4.3.0,kU/L{class},kilo enzyme unit per liter class,2022-05-28
4.3.0,K/W,Kelvin / Watt,2022-05-28
4.3.0,a,year,2022-05-28
4.3.0,g/mmol,gram per millimole,2022-05-28
4.3.0,Hz,Hertz,2022-05-28
4.3.0,[MPL'U]/mL,IgM anticardiolipin unit per milliliter**,2022-05-28
4.3.0,[kn_br],knot,2022-05-28
4.3.0,kg/mol,kilogram per mole,2022-05-28
4.3.0,[D'ag'U],D-ANTIGEN UNITS,2022-05-28
4.3.0,L/(24.h),liter per 24 hour,2022-05-28
4.3.0,eq/umol,equivalents / micromole,2022-05-28
4.3.0,[drp],drop,2022-05-28
4.3.0,[iU]/g{Hgb},international unit / gram Hgb,2022-05-28
4.3.0,[pnt_pr],Printer's point,2022-05-28
4.3.0,[cml_i],circular mil,2022-05-28
4.3.0,GBq,gigaBecquerel,2022-05-28
4.3.0,[Btu_IT],international table British thermal unit,2022-05-28
4.3.0,[dpt_us],dry pint,2022-05-28
4.3.0,fmol/g,femtomole per gram,2022-05-28
