version,code,description,release_date
2.2.0,INFD,Infectious disease clinic,2019-12-15
2.2.0,PEDNICU,Pediatric neonatal intensive care unit,2019-12-15
2.2.0,CANC,Child and adolescent neurology clinic,2019-12-15
2.2.0,NFTH,natural father,2019-12-15
2.2.0,_DeviceOperatorType,DeviceOperatorType,2019-12-15
2.2.0,INLAW,inlaw,2019-12-15
2.2.0,PROFF,Provider's Office,2019-12-15
2.2.0,OB,Obstetrics clinic,2019-12-15
2.2.0,SIBINLAW,sibling in-law,2019-12-15
2.2.0,CO,Companion,2019-12-15
2.2.0,HSIS,half-sister,2019-12-15
2.2.0,CRIMEVIC,crime victim,2019-12-15
2.2.0,FTWIN,fraternal twin,2019-12-15
2.2.0,CVDX,Cardiovascular diagnostics or therapeutics unit,2019-12-15
2.2.0,CCO,Clinical Companion,2019-12-15
2.2.0,RC,Racing,2019-12-15
2.2.0,F,Filler Proficiency,2019-12-15
2.2.0,FTHINLAW,father-in-law,2019-12-15
2.2.0,_NDCRelatedDrugEntityType,NDCRelatedDrugEntityType,2019-12-15
2.2.0,PEDGI,Pediatric gastroenterology clinic,2019-12-15
2.2.0,ECHO,Echocardiography lab,2019-12-15
2.2.0,GDS,generic drug strength,2019-12-15
2.2.0,GUARD,guardian,2019-12-15
2.2.0,ITWINBRO,identical twin brother,2019-12-15
2.2.0,_ClaimantCoveredPartyRoleType,ClaimantCoveredPartyRoleType,2019-12-15
2.2.0,STPMTH,stepmother,2019-12-15
2.2.0,SNF,Skilled nursing facility,2019-12-15
2.2.0,AMPUT,Amputee clinic,2019-12-15
2.2.0,WARD,ward,2019-12-15
2.2.0,PTRES,Patient's Residence,2019-12-15
2.2.0,GRFTH,grandfather,2019-12-15
2.2.0,COUSN,cousin,2019-12-15
2.2.0,_LivingSubjectProductionClass,LivingSubjectProductionClass,2019-12-15
2.2.0,DOWNGRDER,downgrader,2019-12-15
2.2.0,PSYCHCF,,2019-12-15
2.2.0,ALL,Allergy clinic,2019-12-15
2.2.0,HTN,Hypertension clinic,2019-12-15
2.2.0,PHARM,Pharmacy,2019-12-15
2.2.0,EXT,extended family member,2019-12-15
2.2.0,PRC,Pain rehabilitation center,2019-12-15
2.2.0,ENDOS,Endoscopy lab,2019-12-15
2.2.0,OF,Outpatient facility,2019-12-15
2.2.0,_ClinicalOrganizationRoleType,ClinicalOrganizationRoleType,2019-12-15
2.2.0,_AgentRoleType,AgentRoleType,2019-12-15
2.2.0,C,Calibrator,2019-12-15
2.2.0,PEDNEPH,Pediatric nephrology clinic,2019-12-15
2.2.0,CSC,community service center,2019-12-15
2.2.0,CARD,Ambulatory Health Care Facilities; Clinic/Center; Rehabilitation: Cardiac Facilities,2019-12-15
2.2.0,LY,Layer,2019-12-15
2.2.0,PEDRHEUM,Pediatric rheumatology clinic,2019-12-15
2.2.0,NOK,next of kin,2019-12-15
2.2.0,_IndividualInsuredPartyRoleType,IndividualInsuredPartyRoleType,2019-12-15
2.2.0,PEDGI,Pediatric gastroenterology clinic,2019-12-15
2.2.0,FAMDEP,family dependent,2019-12-15
2.2.0,AUNT,aunt,2019-12-15
2.2.0,NPRN,natural parent,2019-12-15
2.2.0,ASSIST,Assistive non-person living subject,2019-12-15
2.2.0,NSIS,natural sister,2019-12-15
2.2.0,ONESELF,self,2019-12-15
2.2.0,DIFFABL,differently abled,2019-12-15
2.2.0,STPMTH,stepmother,2019-12-15
2.2.0,RADO,Radiation oncology unit,2019-12-15
2.2.0,ORG,organizational contact,2019-12-15
2.2.0,PEDC,Pediatrics clinic,2019-12-15
2.2.0,GT,Guarantor,2019-12-15
2.2.0,MAUNT,maternal aunt,2019-12-15
2.2.0,ERL,enrollment,2019-12-15
2.2.0,CONSWIT,consent witness,2019-12-15
2.2.0,RETIREE,retiree,2019-12-15
2.2.0,CATH,Cardiac catheterization lab,2019-12-15
2.2.0,ITWIN,identical twin,2019-12-15
2.2.0,STPBRO,stepbrother,2019-12-15
2.2.0,_CoveredPartyRoleType,covered party role type,2019-12-15
2.2.0,DAU,natural daughter,2019-12-15
2.2.0,GUADLTM,guardian ad lidem,2019-12-15
2.2.0,AMB,Ambulance,2019-12-15
2.2.0,MUNCLE,maternal uncle,2019-12-15
2.2.0,GDF,generic drug form,2019-12-15
2.2.0,MGRFTH,maternal grandfather,2019-12-15
2.2.0,MIL,military,2019-12-15
2.2.0,_CitizenRoleType,CitizenRoleType,2019-12-15
2.2.0,GGRFTH,great grandfather,2019-12-15
2.2.0,BMTC,Bone marrow transplant clinic,2019-12-15
2.2.0,CRIMEVIC,crime victim,2019-12-15
2.2.0,NS,Neurosurgery unit,2019-12-15
2.2.0,SPSE,spouse,2019-12-15
2.2.0,CASM,single minor asylum seeker,2019-12-15
2.2.0,SLEEP,Sleep disorders unit,2019-12-15
2.2.0,STPCHLD,step child,2019-12-15
2.2.0,GGRMTH,great grandmother,2019-12-15
2.2.0,CLAIM,claimant,2019-12-15
2.2.0,PROS,Prosthodontics clinic,2019-12-15
2.2.0,SON,natural son,2019-12-15
2.2.0,HRAD,radiology unit,2019-12-15
2.2.0,SPON,sponsored dependent,2019-12-15
2.2.0,pathologist,Pathologist,2019-12-15
2.2.0,_SubscriberCoveredPartyRoleType,SubscriberCoveredPartyRoleType,2019-12-15
2.2.0,UMO,Utilization management organization,2019-12-15
2.2.0,_CoverageSponsorRoleType,CoverageSponsorRoleType,2019-12-15
2.2.0,IEC,Impairment evaluation center,2019-12-15
2.2.0,phlebotomist,Phlebotomist,2019-12-15
2.2.0,STPFTH,stepfather,2019-12-15
2.2.0,SELFINS,Self insured coverage sponsor,2019-12-15
2.2.0,PGGRFTH,paternal great-grandfather,2019-12-15
2.2.0,MT,Meat,2019-12-15
2.2.0,SONFOST,foster son,2019-12-15
2.2.0,L,Pool,2019-12-15
2.2.0,NBOR,neighbor,2019-12-15
2.2.0,_ResearchSubjectRoleBasis,ResearchSubjectRoleBasis,2019-12-15
2.2.0,WARD,ward,2019-12-15
2.2.0,GCHILD,grandchild,2019-12-15
2.2.0,ANTIBIOT,Antibiotic,2019-12-15
2.2.0,WO,Working,2019-12-15
2.2.0,ETU,Emergency trauma unit,2019-12-15
2.2.0,NCCS,Neurology critical care and stroke unit,2019-12-15
2.2.0,HBRO,half-brother,2019-12-15
2.2.0,COPART,co-participant,2019-12-15
2.2.0,GRNDSON,grandson,2019-12-15
2.2.0,PEDE,Pediatric endocrinology clinic,2019-12-15
2.2.0,DAUINLAW,daughter in-law,2019-12-15
2.2.0,NIENE,niece/nephew,2019-12-15
2.2.0,INPHARM,inpatient pharmacy,2019-12-15
2.2.0,NAMED,named insured,2019-12-15
2.2.0,OMS,Oral and maxillofacial surgery clinic,2019-12-15
2.2.0,ACTMIL,active duty military,2019-12-15
2.2.0,SU,Surgery clinic,2019-12-15
2.2.0,_PersonalRelationshipRoleType,PersonalRelationshipRoleType,2019-12-15
2.2.0,OUTLAB,outpatient laboratory,2019-12-15
2.2.0,STPFTH,stepfather,2019-12-15
2.2.0,PEDU,Pediatric unit,2019-12-15
2.2.0,NCHILD,natural child,2019-12-15
2.2.0,GRNDDAU,granddaughter,2019-12-15
2.2.0,CPCA,permit card applicant,2019-12-15
2.2.0,SELF,self,2019-12-15
2.2.0,MTHFOST,foster mother,2019-12-15
2.2.0,HBRO,half-brother,2019-12-15
2.2.0,ICU,Intensive care unit,2019-12-15
2.2.0,_AffiliationRoleType,AffiliationRoleType,2019-12-15
2.2.0,thirdParty,Third Party,2019-12-15
2.2.0,CAPC,Child and adolescent psychiatry clinic,2019-12-15
2.2.0,PEDE,Pediatric endocrinology clinic,2019-12-15
2.2.0,V,Verifying,2019-12-15
2.2.0,ENROLBKR,Enrollment Broker,2019-12-15
2.2.0,RESPRSN,responsible party,2019-12-15
2.2.0,SON,natural son,2019-12-15
2.2.0,FTWINBRO,fraternal twin brother,2019-12-15
2.2.0,STPSON,stepson,2019-12-15
2.2.0,JURID,jurisdiction location identifier,2019-12-15
2.2.0,MTHFOST,foster mother,2019-12-15
2.2.0,CCU,Coronary care unit,2019-12-15
2.2.0,_QualifiedRoleType,QualifiedRoleType,2019-12-15
2.2.0,PGGRMTH,paternal great-grandmother,2019-12-15
2.2.0,PEDNEPH,Pediatric nephrology clinic,2019-12-15
2.2.0,BL,Broiler,2019-12-15
2.2.0,NIENEPH,niece/nephew,2019-12-15
2.2.0,ER,Emergency room,2019-12-15
2.2.0,GESTM,gestational mother,2019-12-15
2.2.0,NIECE,niece,2019-12-15
2.2.0,HSIS,half-sister,2019-12-15
2.2.0,STPSIS,stepsister,2019-12-15
2.2.0,MGRMTH,maternal grandmother,2019-12-15
2.2.0,AMENDER,amender,2019-12-15
2.2.0,STPDAU,stepdaughter,2019-12-15
2.2.0,SONINLAW,son in-law,2019-12-15
2.2.0,FTHFOST,foster father,2019-12-15
2.2.0,RETMIL,retired military,2019-12-15
2.2.0,_CommissioningPartyRoleType,CommissioningPartyRoleType,2019-12-15
2.2.0,PARNT,parent,2019-12-15
2.2.0,DU,Dual,2019-12-15
2.2.0,DC,therapeutic class,2019-12-15
2.2.0,_IdentifiedEntityType,IdentifiedEntityType,2019-12-15
2.2.0,ENT,Otorhinolaryngology clinic,2019-12-15
2.2.0,SISINLAW,sister-in-law,2019-12-15
2.2.0,EXCEST,executor of estate,2019-12-15
2.2.0,RHPIMS,physical impairment - motor skills center,2019-12-15
2.2.0,PEDHO,Pediatric oncology clinic,2019-12-15
2.2.0,PGGRFTH,paternal great-grandfather,2019-12-15
2.2.0,_LicensedRoleType,LicensedRoleType,2019-12-15
2.2.0,PEDICU,Pediatric intensive care unit,2019-12-15
2.2.0,DA,Dairy,2019-12-15
2.2.0,MOBL,Mobile Unit,2019-12-15
2.2.0,CLASSIFIER,classifier,2019-12-15
2.2.0,STPSIB,step sibling,2019-12-15
2.2.0,GYN,Gynecology clinic,2019-12-15
2.2.0,PREV,Preventive medicine clinic,2019-12-15
2.2.0,SPOWATT,special power of attorney,2019-12-15
2.2.0,SPMED,Sports medicine clinic,2019-12-15
2.2.0,CAS,asylum seeker,2019-12-15
2.2.0,HOSP,Hospital,2019-12-15
2.2.0,RADDX,Radiology diagnostics or therapeutics unit,2019-12-15
2.2.0,HUSB,husband,2019-12-15
2.2.0,PLS,Plastic surgery clinic,2019-12-15
2.2.0,PRNFOST,foster parent,2019-12-15
2.2.0,MGGRPRN,maternal great-grandparent,2019-12-15
2.2.0,PEDHO,Pediatric oncology clinic,2019-12-15
2.2.0,POWATT,power of attorney,2019-12-15
2.2.0,G,Group,2019-12-15
2.2.0,UPGRDER,upgrader,2019-12-15
2.2.0,PSI,Psychology clinic,2019-12-15
2.2.0,BILL,Billing Contact,2019-12-15
2.2.0,INV,Infertility clinic,2019-12-15
2.2.0,SISLINLAW,sister-in-law,2019-12-15
2.2.0,MTH,mother,2019-12-15
2.2.0,DADDR,Delivery Address,2019-12-15
2.2.0,RHAT,addiction treatment center,2019-12-15
2.2.0,NEPH,Nephrology clinic,2019-12-15
2.2.0,_MedicationGeneralizationRoleType,MedicationGeneralizationRoleType,2019-12-15
2.2.0,SIGOTHR,significant other,2019-12-15
2.2.0,STUD,student,2019-12-15
2.2.0,INJ,injured plaintiff,2019-12-15
2.2.0,SONADOPT,adopted son,2019-12-15
2.2.0,UPC,underage protection center,2019-12-15
2.2.0,INDIV,individual,2019-12-15
2.2.0,RHPIVS,physical impairment - visual skills center,2019-12-15
2.2.0,FMRSPS,former spouse,2019-12-15
2.2.0,TWINSIS,twin sister,2019-12-15
2.2.0,MGGRFTH,maternal great-grandfather,2019-12-15
2.2.0,PEDHEM,Pediatric hematology clinic,2019-12-15
2.2.0,WND,Wound clinic,2019-12-15
2.2.0,_MemberRoleType,MemberRoleType,2019-12-15
2.2.0,NCCF,Nursing or custodial care facility,2019-12-15
2.2.0,SURF,Substance use rehabilitation facility,2019-12-15
2.2.0,PEDID,Pediatric infectious disease clinic,2019-12-15
2.2.0,INLAB,inpatient laboratory,2019-12-15
2.2.0,CN,national,2019-12-15
2.2.0,PEDCARD,Pediatric cardiology clinic,2019-12-15
2.2.0,E,Electronic QC,2019-12-15
2.2.0,INJWKR,injured worker,2019-12-15
2.2.0,ACHFID,accreditation location identifier,2019-12-15
2.2.0,GD,generic drug,2019-12-15
2.2.0,FMC,Family medicine clinic,2019-12-15
2.2.0,_PayorRoleType,PayorRoleType,2019-12-15
2.2.0,NAT,natural child,2019-12-15
2.2.0,NSIS,natural sister,2019-12-15
2.2.0,PH,Policy Holder,2019-12-15
2.2.0,DELEGATEE,delegatee,2019-12-15
2.2.0,MGRFTH,maternal grandfather,2019-12-15
2.2.0,STEP,step child,2019-12-15
2.2.0,HAND,Hand clinic,2019-12-15
2.2.0,HANDIC,handicapped dependent,2019-12-15
2.2.0,ITWINSIS,identical twin sister,2019-12-15
2.2.0,FM,Family Member,2019-12-15
2.2.0,SCN,screening,2019-12-15
2.2.0,COMM,Community Location,2019-12-15
2.2.0,FTH,father,2019-12-15
2.2.0,_SpecimenRoleType,SpecimenRoleType,2019-12-15
2.2.0,NEUR,Neurology clinic,2019-12-15
2.2.0,GIM,General internal medicine clinic,2019-12-15
2.2.0,CHLDADOPT,adopted child,2019-12-15
2.2.0,_OrganizationPartRoleType,OrganizationPartRoleType,2019-12-15
2.2.0,PAYOR,Payor Contact,2019-12-15
2.2.0,HPOWATT,healthcare power of attorney,2019-12-15
2.2.0,CNRPM,non-country member minor without residence permit,2019-12-15
2.2.0,INDIG,member of an indigenous people,2019-12-15
2.2.0,FTHFOST,foster father,2019-12-15
2.2.0,CHLDFOST,foster child,2019-12-15
2.2.0,FRND,unrelated friend,2019-12-15
